Company Name,Address,Telephone Number,Other Data,Commodity,Business Field
"Alam Sejagad Hijau, PT","Bsd Blok E.4/8 Sektor Xii Rt.001/014,tangerang Selatan, Tangerang Selatan, Banten",02175872686,Website: www.alamsejagadhijau.com,"Additive For Lubricat Oils,cont Petrol Oil & Oil O,Microtomes,not Electrically Operated","Additive for lubricat oils,cont petrol oil & oil o,Microtomes,not Electrically Operated"
"Alamkaca Prabawa Indonesia, PT","Jl. Raya Mauk Km.2 Pabuaran Tumpeng Karawaci, Tangerang, Banten",02155770433,Website: www.alamkaca.com,"Glass Mirros, Unframed","Glass mirros, unframed"
"Alasindo Prima, PT","Jl. Padat Karya No.75, Tangerang, Banten",,,Wooden Pegs Or Pins For Footwear,Wooden pegs or pins for footwear
"Alaska Inti Cemerlang, PT","Kp. Pasar Kemis Rt 03/01 Desa Pasarkemis Kec,pasar Kemis, Tangerang, Banten",02159302067,e-Mail: hrd@aic88.com,Other Articles And Equipment For General Physical,Other articles and equipment for general physical
"Alasmas Berkat Utama, PT","Jl. Bhumimas Raya No.15 Kws.ind. Cikupa Mas Talaga Cikupa, Tangerang, Banten",,Website: alasmas.com,"Oth Footwear Incorp Protect Metal Toe Cap With Upp,Oth Whole Hide&skin Of Bovine/ Equine Animals, In","Oth footwear incorp protect metal toe cap with upp,Oth Whole Hide&skin Of Bovine/ Equine Animals, In"
"Alcorindo Sejahtera, PT","Jl.raya Plp Curug Km. 6,2, Tangerang, Banten",0215981140,e-Mail: alco@cbn.net.id,Oth Than Cast Articles Of Iron Or Steel,Oth than cast articles of iron or steel
"Altar Mass, PT","Taman Tekno Bsd Sektor Xi Blok M/26 Setu-setu, Tangerang Selatan, Banten",02153163188,,Other Non-alcoholic Preparations Use For Making /,Other non-alcoholic preparations use for making /
"Amartha Artha Mulia, PT","Jl.ir.h. Juanda Kav D Rt. 003/010 Kel.cirendeu Kec.ciputat Timur, Tangerang Selatan, Banten",,,Oth Than Kerupuk Of Shrimps,Oth than kerupuk of shrimps
"Amici Indonesia, PT","Jl. Raya Cukanggalih Rt.05 Rw.01  Curug, Tangerang, Banten",0215982058,,"Dolls, Whether/not Dressed","Dolls, whether/not dressed"
"Aneka Komkar Utama, PT","Jl. Gajah Tunggal No.16, Pasir Jaya, Jati Uwung, Tangerang, Banten",02159301418,e-Mail: akku@cbn.net.id,"Oth Articles Of Vulcanised Rubber For Oth Purposse,Oth Forms & Articles Of Unvulcanised Rubbers","Oth articles of vulcanised rubber for oth purposse,Oth Forms & Articles Of Unvulcanised Rubbers"
"Aneka Rimba Usaha, CV","Jl. Raya Rangkas Bitung Km.12,5, Serang, Banten",0254480019,,"Oth Non Coniferous Oth Teak Strips Friezes For Par,Wood Sawn/ Chipped Of A Thick > 6 Mm.of,Doors & Their Frames & Thresholds Of Wood","Oth non coniferous oth teak strips friezes for par,Wood Sawn/ Chipped Of A Thick > 6 Mm.of,Doors & Their Frames & Thresholds Of Wood"
"Aneka Wahana Indojaya, CV","Villa Mutiara Pluit Blok B.1/35 Rt.05/11 Kel. Periuk, Kec. Periuk, Tangerang, Banten",,,Copper Waste And Scrap,Copper waste and scrap
"Anggana Jayamandiri, PT","Jl. Pahlawan Seribu Ruko Malibu Blok B-22  Bsd City, Tangerang Selatan, Banten",,,"Black Tea (fermented) & Partly Permented  Tea, Oth","Black tea (fermented) & partly permented  tea, oth"
"Angkasa Citra Sarana Catering Services, PT","Bandar Udara Internasional Soekarno Hatta, Tangerang, Banten",0215501751,,Mineral Waters,Mineral waters
"Antex  Indonesia Manufacturing, PT","Jl. Raya Serang Km.27 Kampung Pos Desa Sentul Jaya, Balaraja, Tangerang, Banten",0215950215,e-Mail: chingfu@uninet.net.id,"Oth Tools,tool Bodies,tool Handles,broom  Or Brush","Oth Tools,tool bodies,tool handles,broom  or brush"
Anugerah Decal Prima,"Jl. Telesonic Rt.001 Rw.001, Tangerang, Banten",,,"Other Transfers (decalcomanias), Vitrifiable","Other transfers (decalcomanias), vitrifiable"
"Anugerah Laut Lestari, PT","Jl.raya Perancis, Komp.pergudangan Mutiara Kosambi 2 B-3.no.1 Benda, Tangerang, Banten",,,"Live Kerapu (cromilepte Altiveli; Epinephelus Heni,Lobsters (homarus Spp),oth Than Breeder ,live,Scallops, Fresh Or Chilled","Live kerapu (Cromilepte altiveli; Epinephelus heni,Lobsters (homarus Spp),oth Than Breeder ,live,Scallops, Fresh Or Chilled"
"Anugrah Cipta Mould Indonesia, PT","Jl. Millenium Ry Iii Blk H1, Millenium Industrial Estate, Peusar, Tangerang, Banten",02129006854,,"Oth Mould For Rubber,plastics, Not Injection , Com","Oth mould for rubber,plastics, not injection , com"
"Anugrah Timberindo, CV","Jl. Industri Raya Iv, Blok Af /16 Kel. Bunder Kec. Cikupa, Tangerang, Banten",0215905661,,"Oth Non Coniferous Oth Teak Strips Friezes For Par,Oth Plywood,veneered Panels&similar Wood  Of,Other Builders Joinery & Carpentry Of  Wood","Oth non coniferous oth teak strips friezes for par,Oth Plywood,veneered Panels&similar Wood  Of,Other Builders Joinery & Carpentry Of  Wood"
"Anugrahprima Perdana, PT","Jl. Raya Siliwangi Km 3 Pasir Jaya - Jatiuwung, Kp Gembor, Tangerang, Banten",0215900625,e-Mail: www.anugrah-app@cbn.net.id,"Oth Textile Tiles, Having A Surface <= 0,3m,felt,n","Oth textile tiles, having a surface <= 0,3m,felt,n"
"Apex Dns Global, PT","Cbd Ruko Bidex Bsd City Sektor 3a Blok H No.25 Lengkong Gudang Serpong, Tangerang Selatan, Banten",0215388597,,"Mens/boys Trousers, Breeches&shorts Of Synthtc F,Mens/boys Jackets&blazers Of Synthtc Fibres,,T-shirts, Singlet&oth Vests Of Cotton,","Mens/boys trousers, breeches&shorts of synthtc f,Mens/boys Jackets&blazers Of Synthtc Fibres,,T-shirts, Singlet&oth Vests Of Cotton,"
"Arai Rubber Seal Indonesia, PT","Jl. Manis Ii/2 Kadu Curug, Kawasan Industri Manis 2, Curug, Tangerang, Banten",02155650550,Website: www.arai-net.com,"Oth Parts And Accessories Of Vehicles Of Heading 8,Carburettors & Parts There Of  Vehicles Of","Oth parts and accessories of vehicles of heading 8,Carburettors & Parts There Of  Vehicles Of"
"Araputra Fortuna Perkasa, PT","Jl. Industri Karet Km 7, Ds Karet Rt/rw 06/02 Karet-sepatan, Tangerang, Banten",0215973339,e-Mail: araputra@cbn.net.id,"Oth Wooden Furniture,oth Than Fume Cupboard,Oth Seats,with Wooden Frames,combined With Other","Oth wooden furniture,oth than fume cupboard,Oth Seats,with Wooden Frames,combined With Other"
"Archroma Indonesia, PT","Jl. Gatot Subroto Km.4 Jl. Kalisabi No.01, Gd.35 Lt. Dasar, Tangerang, Banten",,Website: textiles.archroma.com,"Softening Of Finish Agent,dye Carrier To Accele Ki,Disperse Dyes & Preparations Based There On, Oth","Softening of finish agent,dye carrier to accele ki,Disperse Dyes & Preparations Based There On, Oth"
"Aristocratama Binausaha, PT","Kp Sukajaya Rt 01/07 Ds Tegalangus Teluknaga, Tangerang, Banten",0218292401,e-Mail: spwjaya@cbn.net.id,"Coral&similar Material,unworked/simply Prepared Bu,Oth Aquatic Invertebrates Oth Than Crustaceans,Oth Article Monumental/building Of Oth Stones,not","Coral&similar material,unworked/simply prepared bu,Oth Aquatic Invertebrates Oth Than Crustaceans,Oth Article Monumental/building Of Oth Stones,not"
"Arjuna Maha Sentosa, PT","Jl. Kasir Ii No. 26 Kp.gembor Rt.002/001 Pasir Jaya Jatiuwung, Tangerang, Banten",02154397278,Website: www.arjuna.co.id,"Bedroom, Dining Room/living Room Sets Of Other Mat,Other Furniture Of Cane, Osier, Bamboo Or Similar","Bedroom, dining room/living room sets of other mat,Other Furniture Of Cane, Osier, Bamboo Or Similar"
"Ars Asia, PT","Jl. Manis Ii/2 Zona Industri Manis Desa Kadu Kecamatan Curug, Tangerang, Banten",02155650550,,"Oth Gaskets, Washers & Oth Seals,Oth Parts And Accessories Of Vehicles Of Heading","Oth gaskets, washers & oth seals,Oth Parts And Accessories Of Vehicles Of Heading"
"Ars Indonesia, PT","Jl. Millenium Raya 3b, Kawasan Industri Millenium H-2 No.2, Panongan, Tangerang, Banten",02129006991,Website: www.ars-indonesia.webnode.com,"Carburettors & Parts There Of  Vehicles Of Heading,Moulds For Metal/metal Carbides Not Injection Or","Carburettors & parts there of  vehicles of heading,Moulds For Metal/metal Carbides Not Injection Or"
"Arta Rimba Utama, CV","Jl. Raya Rangkas Bitung Km 12,5 Cempang, Serang, Banten",0254480019,,"Oth Non Coniferous Oth Teak Strips Friezes For Par,Oth Plywood,veneered Panels&similar Wood  Of","Oth non coniferous oth teak strips friezes for par,Oth Plywood,veneered Panels&similar Wood  Of"
"Artima Industry Indonesia, PT","Jl. Industri Ii Blok.d No.5,tangerang, Tangerang, Banten",0215927354,Website: www.artima.co.id,"Part Of Switch,socket&plug For Coaxial Cable,and O","Part of switch,socket&plug for coaxial cable,and o"
"Artrend Indonesia, PT","Jl. Daan Mogot Km.21 Komp. Pergudangan Arcadia Blok G.12/1, Tangerang, Banten",,,"Printing Inks, Other Than Black","Printing inks, other than black"
"Aryo Budi Mandiri, PT","Ruko Bidex Bsd City Blok. F No.6 Lantai.2, Tangerang Selatan, Banten",,,"Cinnamon (cinnamomum Zeylanicum Blume), Neither Cr,Nutmeg, Neither Crushed Nor Ground","Cinnamon (Cinnamomum zeylanicum blume), neither cr,Nutmeg, Neither Crushed Nor Ground"
"Asi Pudjiastuti Aviation, PT","Jl. W.r. Supratman, Country Woods Residence 12-15, Ciputat, Tangerang Selatan, Banten",0215590903,Website: www.susiair.com,"Spark Ignition Reciproc/rotary Internal Combustion,Other Parts Of Aeroplanes/helicopters Heading","Spark ignition reciproc/rotary internal combustion,Other Parts Of Aeroplanes/helicopters Heading"
"Asia Dwimitra Industri, PT","Jl. Raya Legok Km. 6,2 Cijantra Pagedangan, Tangerang Selatan, Banten",02154213922,,"Sports Footwear Not Fitted With Spikes/ Bowling/wr,Sports Footwear Not For Wrestling/ski/ Same Items,Oth Sports Footwear For Oth Purpossed With Outer","Sports footwear not fitted with spikes/ bowling/wr,Sports Footwear Not For Wrestling/ski/ Same Items,Oth Sports Footwear For Oth Purpossed With Outer"
"Asia Pacific Fortuna Sari, PT","Cirarab Rt.01 Rw.03 Kel.cirarab Kec.legok, Tangerang, Banten",02154260988,,"Papers & Tissues, Impregnated Or Coated With Perfu,Non Woven Of Oth M-m-f, 25g/m2","Papers & tissues, impregnated or coated with perfu,Non Woven Of Oth M-m-f, 25g/m2"
"Astari Niagara Internasional, PT","Jl. Raya Serang Km.9 No.45 Kadujaya Curug, Tangerang, Banten",02159302388,Website: www.astariglobal.com,"Acrylic Polymers Of Poly(methyl Methacrylate),Other Plates,sheets,film,foil&strip, Of Plastics,Waste, Parings & Scrap, Of Other Plastic","Acrylic polymers of poly(methyl methacrylate),Other Plates,sheets,film,foil&strip, Of Plastics,Waste, Parings & Scrap, Of Other Plastic"
"Astari Niagara Internasional, PT","Jl. Raya Serang Km.9 No.45 Kadujaya Curug, Tangerang, Banten",02159302388,Website: www.astariglobal.com,"Wooden Frames For Paintings, Photographs  Mirrors,Parts & Acces Suitable For Mach Of Otherheading","Wooden frames for paintings, photographs  mirrors,Parts & Acces Suitable For Mach Of Otherheading"
"Aster Decorindo Abadi, PT","Jl. Raya Curug Km2, Desa Kadu Kec. Curug, Tangerang, Banten",0215985276,e-Mail: aster-da@cbn.net.id,"Oth Thn Paving,hearth/wall Tiles, Rectangle,circle,Tiles Of Polymers Of Vinyl Chloride","Oth thn Paving,hearth/wall tiles, rectangle,circle,Tiles Of Polymers Of Vinyl Chloride"
"Atexindo Jayatama, CV","Jl. Pasar Baru Km.2 No.10 Rt.04 Rw.03 Kel.pasar Baru, Kec.karawaci, Tangerang, Banten",0215586154,,"Wooden Furniture Of A Kind Used In The Bedroom,Oth Wooden Furniture,oth Than Fume Cupboard","Wooden furniture of a kind used in the bedroom,Oth Wooden Furniture,oth Than Fume Cupboard"
Aulia Cosmetic Indonesia,"Jl. Raya Salembaran No.717  Rt.001/ Rw.01,, Tangerang Tangerang, Banten",02129031081,,"Oth Face Or Skin Creams & Lotions,Other Perfumery Or Cosmetics, Including","Oth Face or skin creams & lotions,Other Perfumery Or Cosmetics, Including"
Autochem Industry,"Jl. Sekolahan Tanah Tinggi Daan Mogot Km 23, Tangerang, Banten",,,Oth Anti-knock Preparations,Oth anti-knock preparations
"Autocomp Systems Indonesia, PT","Jl. Raya Serang Km.24 Balaraja, 15610, Tangerang, Banten",0215951539,e-Mail: pemi@pemi.co.id,"Shielded Wire For Mnfact.of Auto-wiring Harnesses,,Other Articles Of Plastics And Other Material,Oth Unflexible Tube,pipe&hose,not Reinfo Rced Or","Shielded wire for mnfact.of auto-wiring harnesses,,Other Articles Of Plastics And Other Material,Oth Unflexible Tube,pipe&hose,not Reinfo Rced Or"
"Axa Setara Apparel, PT","Jl. Pahlawan Seribu, Ruko Golden Boulevard Blok, D No.11 Bsd City, Tangerang Selatan, Banten",,,"Mens/boys Trousers, Breeches&shorts Of Synthtc F,Babies Suits, Pants & Same Items Of Synthetic,Mens/boys Jackets&blazers Of Other Textile","Mens/boys trousers, breeches&shorts of synthtc f,Babies Suits, Pants & Same Items Of Synthetic,Mens/boys Jackets&blazers Of Other Textile"
"Axis Global Integrasi, PT","Jl. Daan Mogot Km 19,6 Blok Ff 8n Kawasan Pusat Niaga Terpadu,, Tangerang, Banten",,,Aseptic Bag Not Reinforced W/ Alum Foil; Width<315,Aseptic bag not reinforced w/ alum foil; width<315
"Ayuna Lestari, CV","Jl. Irian Jaya No.61 Taman Imam Bonjol, Pinagsia, Lippo Karawaci, Tangerang, Banten",02155798234,,"Cardamoms, Neither Crushed Nor Ground,Cinnamon (cinnamomum Zeylanicum Blume), Neither,Turmeric (curcuma)","Cardamoms, neither crushed nor ground,Cinnamon (cinnamomum Zeylanicum Blume), Neither,Turmeric (curcuma)"
"Bagus Naga Abadi, PT","Boulevard Gajah Mada No.2008 Lt.3 Lippo Cyber Park, Tangerang, Banten",,,Oth Vegetable Prodcts Not Used Primarily In Tannin,Oth vegetable prodcts not used primarily in tannin
"Bahari Makmur Sejati, PT","Jl. Utama Modern Industri Aa1 Barengkok, Kibin, 42186, Serang, Banten",02548480860,Website: www.bmsfood.com,"Whiteleg Shrimps Headless With Tail, Frozen, Fit F,Shrimps Paste, In Airtight Containers","Whiteleg shrimps headless with tail, frozen, fit f,Shrimps Paste, In Airtight Containers"
"Baiksan Indonesia, PT","Jl. Bumi Mas I No.7 Kawasan Industri Cikupa Mas, Cikupa 15710, Tangerang, Banten",02159403331,Website: www.baiksan.com,"Textile Fbrcs Impregnated,coated,covered With Poly,Other Parts Of Auxiliary Machinery For Use With","Textile fbrcs impregnated,coated,covered with poly,Other Parts Of Auxiliary Machinery For Use With"
"Baktijala Kencana Citra, PT","Jl. Mh Thamrin Km7 Komplek Multiguna Blok.b No.6 Serpong, Tangerang, Banten",0215399357,e-Mail: suwendri@orica.com,"Oth Anionic-organic Surface-active Agent With Or N,Oth Aromatic Polycarboxylic Acids, Their","Oth anionic-organic surface-active agent with or n,Oth Aromatic Polycarboxylic Acids, Their"
"Bal Tech Indonesia, PT","Jl. Raya Serang Km.19,3 Kp. Cibadak Rt.15/06 Desa Bojong Kec.cikupa, Tangerang, Banten",0215969207,Website: www.baltech.com,"Parts Of Footwear With Outer Soles & Heels, Of Rub,Machinery For Making/repairing Footwear,","Parts of footwear with outer soles & heels, of rub,Machinery For Making/repairing Footwear,"
"Bali Nirwana Garments, PT","Jl. Bahagia No. 1, Larangan, Tangerang, Banten",0217365310,Website: www.balinirwana.com,"Mens/boys Trousers, Breeches&shorts Of Cotton, N,Females Trousers/bib&brace Overall/,Mens/boys Trousers, Breeches&shorts Of Synthtc","Mens/boys trousers, breeches&shorts of cotton, n,Females Trousers/bib&brace Overall/,Mens/boys Trousers, Breeches&shorts Of Synthtc"
"Bali Taru Utama, PT","Jl. Raya Serang Km.11 Cikupa, Tangerang, Banten",02159402569,e-Mail: balitaru@cbn.net.id,"Crayons & Oth Pencils With Lead Encased In A Rigid,Black Pencils, With Lead Encased In A Rigid Sheath,Folding Cartons,boxes&cases,of Non-corru Gated","Crayons & oth pencils with lead encased in a rigid,Black Pencils, With Lead Encased In A Rigid Sheath,Folding Cartons,boxes&cases,of Non-corru Gated"
Balin Inti Globalindo,"Jl.lavionda Blok F-11 No.5 Rt.007 Rw.008, Tangerang Selatan, Banten",,,Oth Wood Charcoal(including Shell   Or Nut Charcoa,Oth wood charcoal(including shell   or nut charcoa
"Bandar Mina, Ud.","Pergudangan Bandara Mas Blok F.1 No.12 Kedaung Wetan, Neglasari, Tangerang, Banten",02155915022,,"Crabs, Live,Lobsters (homarus Spp),oth Than Breeder ,live,Oth Salmonidae Fish, Excluding Fillet, Liver And","Crabs, live,Lobsters (homarus Spp),oth Than Breeder ,live,Oth Salmonidae Fish, Excluding Fillet, Liver And"
"Bangun Sarana Alloy, PT","Jl. Industry Raya Iii Blok Af 8, Kawasan Industri Jatake, Tangerang, Banten",0215902140,Website: www.alloywheels-bsaindonesia.com,Road Wheels Of Hub-caps For Transport Of Person,Road wheels of hub-caps for transport of person
Banten Timur Jaya,"Jl Sentul Nyapah Kp Panggang Masjid Rt 008 Rw 003 No.45 A, Serang, Banten",,,"Bulldozer & Angledozers Other Than Track  Laying,Other Parts & Accses Of The Machine Of,Oth Derivates Rosin & Resin Acids Thereo","Bulldozer & angledozers other than track  laying,Other Parts & Accses Of The Machine Of,Oth Derivates Rosin & Resin Acids Thereo"
"Bara Agung Semesta, PT","Vila Ilhami C-115 Karawaci, Tangerang, Banten",0215470514,Website: www.charcoal.co.id,"Oth Than Wood Charcoal(including Shell  Or Nut Cha,Percussion Musical Instruments (exp,,Oth Prep For Perfuming Or Deodor Rooms, Incl","Oth than wood charcoal(including shell  or nut cha,Percussion Musical Instruments (exp,,Oth Prep For Perfuming Or Deodor Rooms, Incl"
"Bara Trada Global, PT","Jl. Rc. Veteran No.1-i Rt 001 Rw 03 Bintaro Business Center, Tangerang Selatan, Banten",0215386192,e-Mail: sales@cocoshisha.com,"Oth Than Wood Charcoal(including Shell  Or Nut Cha,Oth Wood Charcoal(including Shell   Or Nut","Oth than wood charcoal(including shell  or nut cha,Oth Wood Charcoal(including Shell   Or Nut"
"Barahana Elfindo Binasejahtera, PT","Jl. Parung Panjang Kp Bungaok Caringin No.88 Legok, Tangerang, Banten",02155796578,,"Oth Anionic-organic Surface-active Agent With Or N,Oth Sodium Polyacrylate,Oth Cyclic Amides(incl Cyclic Carbamate)  And","Oth anionic-organic surface-active agent with or n,Oth Sodium Polyacrylate,Oth Cyclic Amides(incl Cyclic Carbamate)  And"
"Batavia Cyclindo Industri, PT","Jl. Raya Serang Km 22 Kav 25 Balaraja, Tangerang, Banten",0215969962,Website: www.bataviacycle.com,"Oth Metal Furniture, Other Than Fume Cupboards,Furniture Of Plastics Oth Than For Baby,Saddles For Bicycles Designet To Be Ridden By","Oth metal furniture, other than fume cupboards,Furniture Of Plastics Oth Than For Baby,Saddles For Bicycles Designet To Be Ridden By"
"Beauty Bra-tech, PT","Jl. Telaga Mas Raya No.24 Kawasan Industri Cikupa, Tangerang, Banten",02159406101,e-Mail: bb_tech@hanmail.net,Oth Articles Of Apparel&clothting Accessories;of P,Oth articles of apparel&clothting accessories;of p
Behn Meyer Agricare,"Jl. Raya Serang Km. 9,tangerang, Tangerang, Banten",,,Oth Intermediate Preparatfor The Mnfact Of Insecti,Oth intermediate preparatfor the mnfact of insecti
"Behn Meyer Kimia, PT","Jl. Juanda No.5a Plaza Ciputat Mas Blok E/j Ciputat, Tangerang Selatan, Banten",0217432727,,"Premixes, Feed Supplements And Feed Additives For,Other Cellulose And Its Chemical  Derivatives,in,Wattle Extract","Premixes, feed supplements and feed additives for,Other Cellulose And Its Chemical  Derivatives,in,Wattle Extract"
"Bekael Eska Gemilang, PT","Jl. Wana Mulya 3 Kav.147 Rt01/03 Karangmulya Karang Tengah, Tangerang, Banten",,Website: www.bekael.com,"Coral&similar Material,unworked/simply Prepared Bu,Oth Molluscs;incl Flours, Meals&pellets,  For","Coral&similar material,unworked/simply prepared bu,Oth Molluscs;incl Flours, Meals&pellets,  For"
"Bekaert Advanced Filtration, PT","Jl. Raya Serang Km. 18,8 Kaw. Ind Bonen, Kav.33a Sukanagara, Cikupa, Tangerang, Banten",,Website: www.bekaert.com,"Oth Parts Of Goods Of Subheading 8421.21.11/8421.2,Woven Cloth, Of Stainless Steel","Oth parts of goods of subheading 8421.21.11/8421.2,Woven Cloth, Of Stainless Steel"
"Belindo International Carpet, PT","Jl. Bumi Mas Ii/6 Cikupa Mas Industrial, Talaga Cikupa, Tangerang, Banten",02159401770,Website: www.belindocarpet.com,"Oth Prayer Rugs Of Floor Cov Of Pile Constrct,made","Oth prayer rugs of floor cov of pile constrct,made"
"Berkah Logam Makmur, PT","Jl. Industri Iii Kws Inds Jatake Bl Af/1-2 Jatiuwung Cikupa, Tangerang, Banten",02159306966,,"Copper Waste And Scrap,Waste And Scrap Of Stainless Steel","Copper waste and scrap,Waste And Scrap Of Stainless Steel"
"Berkat Bintang Sejati, CV","Jl.utama Ii/b4 Rt.03 Rw.01 Kel.pondok Karya Kec.pondok Aren, Tangerang Selatan, Banten",,,"Oth Wooden Furniture,oth Than Fume Cupboard,Seat Of Cane,osier Or Similar Material,Oth Seats,with Wooden Frames,combined With Other","Oth wooden furniture,oth than fume cupboard,Seat Of Cane,osier Or Similar Material,Oth Seats,with Wooden Frames,combined With Other"
Bermuda Aquarium,"Poris Indah Blok D882 Rt 02 Rw 07, Tangerang, Banten",,,"Live  Freshwater Ornamental Fish, Fry","Live  freshwater ornamental fish, fry"
"Biesse Indonesia, PT","Jl. Pahlawan Seribu Bsd City, Cbd Bidex Blok B.23, Tangerang, Banten",02153150572,Website: www.biesse.com,"Other Mach-tools For Nailing,stapling, Glueing/oth","Other mach-tools for nailing,stapling, glueing/oth"
"Bina Karya Lestari Jaya, PT","Jl. Padat Karya No. 60 Kp. Pabuaran Rt.04/rw.06, Tangerang, Banten",0215371485,,"Basketwork, Wickerwork & Other Articles,  Of Veget","Basketwork, wickerwork & other articles,  of veget"
"Bina Sahabat Sejati, PT","Jl. Sukamulya No.7 Rt.004/06, Tangerang, Banten",,,"Other Of Diesel Fuel, Fuel Oils,Other Lubricating Oils","Other of diesel fuel, fuel oils,Other Lubricating Oils"
"Bina Usaha Mandiri Mizusawa, PT","Jl. Kh.ez.muttaqin Kp.doyong,alam Jaya, Jati Uwung, Tangerang, Banten",0215900627,,"Oth Stainlss Steel Oth.than Flanges,butt Welding,t","Oth stainlss steel oth.than flanges,butt welding,t"
