Company Name,Address,Telephone Number,Other Data,Commodity,Business Field
"Advance Packaging Indonesia, PT","Jl. E.sumawijaya No.45,desa Pasir Eurih,tamansari, Bogor, Jawa Barat",02518389450,,"Oth Made Up Articls, Not Umbrella Covers /surgical,Other Articles With Outer Surface Of Plastic Or,Bowling Bags With Outer Surface Of Plastic Or Of","Oth made up articls, not umbrella covers /surgical,Other Articles With Outer Surface Of Plastic Or,Bowling Bags With Outer Surface Of Plastic Or Of"
"Advance Stabilindo Industry, PT","Jl. Sulawesi Iii Blok M-29 Kawasan Industri Mm2100, Bekasi, Jawa Barat",0218980405,Website: www.advanceplast.com,"Anti Oxidising Prep & Oth Compound Stabilisers For,Silicones In Dispersions Or In Solutions,Oth Glaziers Putty, Grafting Putty, Cements","Anti oxidising prep & oth compound stabilisers for,Silicones In Dispersions Or In Solutions,Oth Glaziers Putty, Grafting Putty, Cements"
"Adven Prima, CV","Blok Gambuan Rt.06/rw.02, Ds.kasugengan Lor, Kec.depok, Cirebon, Jawa Barat",0231491260,,"Other Household Articles&hygienic/toilet  Articles,Walking-sticks, Seat-sticks, Whips, Ridi Ng Crops,Other Furniture Of Cane, Osier, Bamboo Or Similar","Other household articles&hygienic/toilet  articles,Walking-sticks, Seat-sticks, Whips, Ridi Ng Crops,Other Furniture Of Cane, Osier, Bamboo Or Similar"
"Adyawinsa Dinamika Karawang, PT","Jl. By Pass Pangkal Perjuangan 98 Rt. 05 Rw. 15, Bekasi, Jawa Barat",0267415814,Website: www.adyawinsa.com,"Other Parts And Access, Of Motor Vehicles Of Headi,Other Aerials Or Antennae","Other parts and access, Of motor vehicles of headi,Other Aerials Or Antennae"
"Adyawinsa Electrical & Power, PT","Jl. Industri Selatan Blok Ll4 Kaw. Industri Jababeka Ii, Pasirsari, Bekasi, Jawa Barat",02189841303,Website: www.adyawinsa.com,"Oth Electr Lamps,of A Kind Used For Lighting Publi","Oth electr lamps,of a kind used for lighting publi"
"Adyawinsa Sekisui Techno Molding, PT","Jl. Angsana Raya Blok L6 No.1, Bekasi, Jawa Barat",021 8936002,Website: www.adyawinsa.com,"Propylene Copolymers In Granule,Other Articles Of Plastics And Other Material","Propylene copolymers in granule,Other Articles Of Plastics And Other Material"
"Afiat Industri Farmasi, PT","Jl. Leuwigajah 138, Cigugur Tengah, Cimahi, Jawa Barat",02266613343,Website: www.pt-afiat.com,"Oth Sugar Confectionery,not Cont.cocoa, Oth Soft,c,Other Milk&cream, Containing Added Sugar/other,Oth Medicaments Cont Oth Antibiotics Oth  Taking","Oth sugar confectionery,not cont.cocoa, oth soft,c,Other Milk&cream, Containing Added Sugar/other,Oth Medicaments Cont Oth Antibiotics Oth  Taking"
"Agansa Primatama, PT","Kopo Plaza Blok D.19 Kelurahan Suka Asih Kec.bojongloa Kaler, Bandung, Jawa Barat",0226070728,Website: agansa.co.id,"Other Articles With Outer Surface Of Plastic Or Of,Balls, Needles And Rollers","Other articles with outer surface of plastic or of,Balls, Needles And Rollers"
"Agape Indah Jaya, PT","Jl. Bakung No. 97 Rt:002 Rw:009 Komp Ferry Soneville, Karanggan Gunung Putri, Bogor, Jawa Barat",02187953434,e-Mail: agape7771@hotmail.com,Stuffed Toys Representing Animals Or Non-human Cre,Stuffed toys representing animals or non-human cre
"Agar Swallow, PT","Jl. Branta Mulia Karangasem Timur -citeureup, Bogor, Jawa Barat",,,"Agar-agar,Seaweeds & Oth Algae,fresh,chilled/dried  Used In","Agar-agar,Seaweeds & Oth Algae,fresh,chilled/dried  Used In"
"Agel Langgeng, PT","Jl. Raya Sultan Agung Km 27, Rt/rw. 002/07, Pondok Ungu-medan Satria, Bekasi, Jawa Barat",02188951329,Website: www.kalapi.co.id,"Oth Sugar Confectionery,not Cont.cocoa, Oth Soft,c,Oth Chocolate And Food Preparation Cont Cocoa","Oth sugar confectionery,not cont.cocoa, oth soft,c,Oth Chocolate And Food Preparation Cont Cocoa"
"Agralesta Karunia, PT","Jl. Pemancingan No.8 (jl.raya Kanci Km.9), Cirebon, Jawa Barat",0231510888,e-Mail: pt_agk@yahoo.com,"Oth Wooden Articles Of Furniture Not Falling In Ch,Tableware And Kitchenware, Of Wood.","Oth wooden articles of furniture not falling in ch,Tableware And Kitchenware, Of Wood."
"Agung Cipta Indah, PT","Jl. Raya H.e.sukma No.51 Kel.harjasari, Kec.bogor Selatan, Bogor, Jawa Barat",0251243515,,"Womens/girls Blous,shirt&shirt Blous Of Man-made,Mens/boys Shirts Of Synthetic  Man- Made","Womens/girls blous,shirt&shirt blous of man-made,Mens/boys Shirts Of Synthetic  Man- Made"
"Agung Jaya, CV","Desa Tegal Sari Blok Wadas Tegal Sari-weru, Cirebon, Jawa Barat",0231324057,Website: www.agungjaya.co.id,"Bedroom, Dining Room Or Living Room Sets Of Rattan,Seat Of Rattan,Oth Wooden Furniture,oth Than Fume Cupboard","Bedroom, dining room or living room sets of rattan,Seat Of Rattan,Oth Wooden Furniture,oth Than Fume Cupboard"
"Agung Manufaktur Desaindo, PT","Jl. Kopo Bihbul Km.6,5 No.20/6, Bandung, Jawa Barat",0225414302,e-Mail: amdina@bdg.centrin.net.id,"Other Articles With Outer Surface Of Plastic Or Of,Other Articles Of Plastics And Other Material,Knitted/croch. Fabrics;elastomeric>20%,","Other articles with outer surface of plastic or of,Other Articles Of Plastics And Other Material,Knitted/croch. Fabrics;elastomeric>20%,"
"Agung Muliya Abadi, CV","Jl. Pandawa Rt.008 Rw. 003, Cirebon, Jawa Barat",0231247101,,"Seat Of Rattan,Polishes,creams & Similar Prep For The","Seat of rattan,Polishes,creams & Similar Prep For The"
"Ah Sung Abadi Perkasa, PT","Jl.vila Mutiara Cikarang Ruko Multiguna Blok Aa 07 Rt.012 Rw.006, Cian, Bekasi, Jawa Barat",,,"Coffee, Roasted, Not Decaffeinated, Ground,Coffee, Roasted, Not Decaffeinated, Unground","Coffee, roasted, not decaffeinated, ground,Coffee, Roasted, Not Decaffeinated, Unground"
"Aichi Tex Indonesia, PT","Jl. Raya Rancaekek Km.24,5, Sumedang, Jawa Barat",0227796752,,"Other Un/bleached Woven Fabrics Of Staple Fbr,Un/bleached Woven Fabrics Of Artificial Staple,Unbleached/bleached Woven Fabrics Of Artificial","Other un/bleached woven fabrics of staple fbr,Un/bleached Woven Fabrics Of Artificial Staple,Unbleached/bleached Woven Fabrics Of Artificial"
"Aichikiki Autoparts Indonesia, PT","Jl. Maligi Iv Lot.m-5 Kawasan Industri Kiic, Karawang, Jawa Barat",0267646124,,"Gear&gearing Oth Than Toothed Wheels, For Oth Mar.,Aseptic Bag Not Reinforced W/ Alum Foil;,Other Articles Or Iron Or Steel But Not Forged Or","Gear&gearing oth than toothed wheels, for oth mar.,Aseptic Bag Not Reinforced W/ Alum Foil;,Other Articles Or Iron Or Steel But Not Forged Or"
"Aida Rattan Industry, PT","Blok Duku Setu Rt.002 Rw.001 Bodesari Plumbon, Cirebon, Jawa Barat",0231324557,Website: www.aida-rattan.co.id,"Bedroom, Dining Room Or Living Room Sets Of Rattan,Other Seats, With Metal Frames,combined With","Bedroom, Dining Room Or Living Room Sets Of Rattan,Other Seats, With Metal Frames,combined With"
"Aimfood Manufacturing Indonesia, PT","Kawasan Industri Bekasi Fajar Mm 2100 Jl Selayar B No 2-7, Bekasi, Jawa Barat",,Website: www.aimfood.co.id,"Instant Coffee,Coffee, Roasted, Not Decaffeinated, Unground,Prep W/ Basis Extrct,esenc/conctrts/ W/ Basis","Instant coffee,Coffee, Roasted, Not Decaffeinated, Unground,Prep W/ Basis Extrct,esenc/conctrts/ W/ Basis"
"Aisan Nasmoco Industri, PT","East Jakarta Industrial Park (ejip) Plot 9l Cikarang Selatan, Bekasi, Jawa Barat",0218971578,Website: www.aisan-ind.co.jp,"Reciprocating Or Rotary Type For  Cool Med Pumps F,Oth Parts Of Pumps Or Compressors For Goods Of","Reciprocating or rotary type for  cool med pumps f,Oth Parts Of Pumps Or Compressors For Goods Of"
"Aisin Indonesia Automotive, PT","Jl. Harapan Viii Kawasan Industri Kiic Lot Llno.9-10 Rt.000 Rw.000, Karawang, Jawa Barat",021 8970910,Website: www.component.astra.co.id,Tools Of Two/more Of The Headings82.02 To 82.05 Pu,Tools of two/more of the headings82.02 to 82.05 pu
"Aisin Indonesia, PT","Ejip Industrial Park Plot 5j, Lemah Abang, Bekasi, Jawa Barat",0218970910,Website: www.component.astra.co.id,"Locks Of A Kind Used For Motor Vehicles,Parts Of Padlocks And Locks,Clutches And Parts Thereof For Vehicles Transport","Locks of a kind used for motor vehicles,Parts Of Padlocks And Locks,Clutches And Parts Thereof For Vehicles Transport"
"Aje Indonesia, PT","Jl. Damar Blok F1-a, Delta Silicon Ii Industrial Park, Bekasi, Jawa Barat",,Website: www.ajegroup.com,"Stoppers, Lids, Caps And Other Closures","Stoppers, lids, caps and other closures"
"Ajidharmamas Tritunggal Sakti, PT","Jl. Mercedes Benz No.8 Rt/rw: 002/002 Tlanjung Udik,gunung Putri, Bogor, Jawa Barat",0218670383,Website: www.union.co.id,"Sodium Silicates,Other Silicates; Commerial Alkali Metal Silicates","Sodium silicates,Other Silicates; Commerial Alkali Metal Silicates"
"Ajinomoto Calpis Beverage Indonesia, PT","Ejip Industrial Park Plot No.7-c Ds.sukaresmi, Cikarang Selatan, Bekasi, Jawa Barat",0218970241,Website: www.acbi.co.id,"Yoghurt In Liquid Form,whether/not Condensed,conta,Oth Non-aerated Beverage Ready For Immediate","Yoghurt in liquid form,whether/not condensed,conta,Oth Non-aerated Beverage Ready For Immediate"
"Ajisaka Baru, CV","Perum Tytyan Kencana Blok R1/4 Kel.margamulya Kec. Bekasi Utara, Bekasi, Jawa Barat",02188978974,Website: www.ajisaka.com,"Oth Wooden Furniture,oth Than Fume Cupboard,Oth Seats,with Wooden Frames,combined With Other","Oth wooden furniture,oth than fume cupboard,Oth Seats,with Wooden Frames,combined With Other"
Akaru Ss Indonesia,"Bumi Anggrek Blok S No.191 Rt05/rw07,bekasi, Bekasi, Jawa Barat",02188349240,,"Bulbs,tubers,tuberous Roots, Corms, Crowns & Rhizo","Bulbs,tubers,tuberous roots, corms, crowns & rhizo"
"Akbar Putra Perkasa, CV","Jl. Raya Cangkring No.54, Cirebon, Jawa Barat",0231321607,,"Seat Of Rattan,Bedroom, Dining Room Or Living Room Sets Of Rattan","Seat of rattan,Bedroom, Dining Room Or Living Room Sets Of Rattan"
"Aksen, CV","Blok Kerta  Rt.15 Rw.04 Tegal Wangi Weru Desa Marikangen - Plumbon, Cirebon, Jawa Barat",0231322416,Website: www.aksenrattan.com,"Bedroom, Dining Room/living Room Sets Of Other Mat,Other Seats, With Metal Frames, Upholste","Bedroom, dining room/living room sets of other mat,Other Seats, With Metal Frames, Upholste"
"Akurabenitama, PT","Jl. Alexindo Rt/rw 005/016 Harapan Jaya, Bekasi, Jawa Barat",0218854123,e-Mail: akurabenitama@cbn.net.id,"T-shirts, Singlet&oth Vests Of Cotton, Knitted/cro,Oth Males Garments Of Man-made Fibres To Protect,Mens/boys Trousers, Breeches&shorts Of Synthtc","T-shirts, singlet&oth vests of cotton, knitted/cro,Oth Males Garments Of Man-made Fibres To Protect,Mens/boys Trousers, Breeches&shorts Of Synthtc"
Al Saadoun Indonesia Berkah,"Jl. R Sanim Rt 004 Rw 011, Depok, Jawa Barat",,,"Oth Woven Fabrics Cotton, Unbbleach, <200g/m,>=85%","Oth Woven fabrics cotton, unbbleach, <200g/m,>=85%"
"Alabare Santosa, PT","Jl. Dago Asri C.35 Kelurahan Dago, Kec. Coblong, Bandung, Jawa Barat",0222516032,Website: alabaresantosa.com,"T-shirts,singlet&oth Vests Of Oth Txtile Materials,Mens/boys Shirts Of Synthetic  Man- Made,Mens/boys Shirts Of Other Textile Materials","T-shirts,singlet&oth vests of oth txtile materials,Mens/boys Shirts Of Synthetic  Man- Made,Mens/boys Shirts Of Other Textile Materials"
"Alam Asri Lestari, PT","Villa Nusa Indah 5 Blok. Sj.3. No. 2-3 Desa Ciangsana G Putri, Bogor, Jawa Barat",02184937615,,"Leatherleaf Ferns,Other Live Plants (incl Their Roots),,Oth Plants&parts Of Plants, Not For Pharmacy, Not","Leatherleaf ferns,Other Live Plants (incl Their Roots),,Oth Plants&parts Of Plants, Not For Pharmacy, Not"
"Alam Indah Bunga Nusantara, PT","Jl. Raya Mariwati Km.5, Cianjur, Jawa Barat",0263581611,Website: www.abn-flower.com,"Chrysanthemums, Fresh Flowers Of A Kind Suitable F","Chrysanthemums, fresh flowers of a kind suitable f"
Alam Semesta Lido,"Ptpn Pode Viii Rt05/07,sukabumi, Sukabumi, Jawa Barat",02518224241,,"Bulbs,tubers,tuberous Roots, Corms, Crowns & Rhizo,Oth Article Monumental/building Of Oth Stones,not","Bulbs,tubers,tuberous roots, corms, crowns & rhizo,Oth Article Monumental/building Of Oth Stones,not"
Alamind Subur,"Jl. Pertamina A No 42  Rt 06 Rw 08,bekasi, Bekasi, Jawa Barat",02184301080,,"Oth Than Solid Fracts Of Fish-liver Oils Whet/not,Cranberry Juice Not For Infant Use","Oth than solid fracts of fish-liver oils whet/not,Cranberry Juice Not For Infant Use"
Alba Barokah,"Jl. Raya Cihideung - Cidahu No. 01,kuningan, Kuningan, Jawa Barat",0232878777,,Veneered Panels&similar W/at Least One Other Wood,Veneered panels&similar w/at least one other wood
"Albasi Priangan Lestari, PT","Jl. Raya Batulawang Km 03, Banjar, Jawa Barat",0265741796,Website: albasiprianganlestari.com,"Oth Plywood,veneered Panels&similar Wood  Of Block,Veneered Panels&similar W/at Least One Other Wood,Oth Plywood,consisting Solaly <6mm Thinkness W/","Oth plywood,veneered panels&similar wood  of block,Veneered Panels&similar W/at Least One Other Wood,Oth Plywood,consisting Solaly <6mm Thinkness W/"
"Alcar Chemco Indonesia, PT","Jl. Mitra Raya Blok Ii Kav.e7-12 Kawasan Industri Mitra, Karawang, Jawa Barat",02678610111,Website: www.nissinkogyo.co.jp,Other Road Wheel And Parts For Vehicles Transport,Other road wheel and parts for vehicles transport
"Alena Textile Industry, PT","Jl. Kaca - Kaca Wetan No.4, Bandung, Jawa Barat",0225201930,Website: www.alenatex.com,"Woven Fabrics Of Synt Filament Yarn From Polyester,Woven Fabrics Of Synt Filament Yarn From","Woven fabrics of synt filament yarn from polyester,Woven Fabrics Of Synt Filament Yarn From"
"Alexindo, PT","Jl. Raya Bekasi Km 28,7 Rt/rw : 05/16 Harapan Jaya, Bekasi, Jawa Barat",0218842301,Website: www.pt-alexindo.com,"Other Extruded Bars, Rods And Profiles Of Non Alum,Extruded Bars And Rods Not Surface Treated,Alum. Structures For Doors, Windows & Their","Other extruded bars, rods and profiles of non alum,Extruded Bars And Rods Not Surface Treated,Alum. Structures For Doors, Windows & Their"
"Alika Razly Utama, PT","Jl.baru Jalur Sukaraja No.53 Rt01/02, Sukabumi, Jawa Barat",,,"Bulbs,tubers,tuberous Roots, Corms, Crowns & Rhizo,Unrooted Cutting And Slips Of Oth Plants","Bulbs,tubers,tuberous roots, corms, crowns & rhizo,Unrooted Cutting And Slips Of Oth Plants"
"Alkindo Naratama Tbk, PT","Jl. Industri Cimareme Ii No.14 Cimerang, Padalarang, Bandung, Jawa Barat",0226036489,Website: www.alkindo.co.id,"Cone Of Pulp Of A Kind Used For Winding Textile Ya,Other Bobbins,spools,cops & Similar","Cone of pulp of a kind used for winding textile ya,Other Bobbins,spools,cops & Similar"
"All Try Industrial, PT","Jl. Meranti 2 Blk L-3 No.5 Delta Silicon Industrial Cikarang, Bekasi, Jawa Barat",02189900634,,Oth Parts And Accessories Of Vehicles Of Heading 8,Oth parts and accessories of vehicles of heading 8
"Alliance International, PT","Blok B4/92 Setrasari Mall, Bandung, Jawa Barat",,,"Wooden Furniture Of A Kind Used In The Bedroom,Wooden Furniture Of A Kind Used In Offices,Glass Mirros, Framed","Wooden furniture of a kind used in the bedroom,Wooden Furniture Of A Kind Used In Offices,Glass Mirros, Framed"
"Almas, CV","Jl. Rangga Malela No. 22, Bandung, Jawa Barat",0224230380,,Kitchenware Of Stainless Steel,Kitchenware of stainless steel
"Almasindo, PT","Jl. Raya Batujajar Km.2 No.169 Cimareme, Padalarang, Bandung Barat, Jawa Barat",0226866081,Website: www.almasindo.com,"Other Household Articles Of Iron Or Steel,Other Kitchenware","Other household articles of iron or steel,Other Kitchenware"
"Aloe Vera Indonesia, PT","Jl. Lintang Raya E.8 Sentul Kawasan Industri Sentul Babakan Madang, Bogor, Jawa Barat",,Website: www.aloe-best.com,"Non-dairy Creamer,Coconuts, Desiccated, Dried","Non-dairy creamer,Coconuts, Desiccated, Dried"
"Alpha Automotive Indonesia, PT","Kawasan Industri Kota Bukit Indah Blok A-ii No. 24, Purwakarta, Jawa Barat",0264351357,Website: www.kk-alpha.com,Component Of Door Trimassembly For Transport Of Pe,Component of door trimassembly for transport of pe
"Alpha Toy Indonesia, PT","Jl. Pangkalan Ib, Kel.bantar Gebang Kec.bantar Gebang, Bekasi, Jawa Barat",0266532900,,Stuffed Toys Representing Animals Or Non-human Cre,Stuffed toys representing animals or non-human cre
"Alpindo Mitra Baja, PT","Lingkungan Industri Kecil Estate 11, Cibatu, Cisaat, Sukabumi, Jawa Barat",0266215703,Website: www.alpindo.co.id,Oth Parts Of Pumps Or Compressors For Goods Of Sub,Oth parts of pumps or compressors for goods of sub
"Altaeka Mandiri, PT","Jl. Kembar Mas I No.18, Bandung, Jawa Barat",0227500674,,"Cotton Waste,not Garnetted Stock,Yarn Waste (including Thread Waste),Oth Yarn Of Polyester Staple Fibres Other","Cotton waste,not garnetted stock,Yarn Waste (including Thread Waste),Oth Yarn Of Polyester Staple Fibres Other"
"Altech, PT","Jl. Siliwangi Km.28 Rt.07/04, Kp.sindangresmi, Kutajaya Cicurug, Sukabumi, Jawa Barat",0266731887,Website: www.altech.co.jp,"Moulding Patterns, Of Other Material","Moulding patterns, of other material"
"Altinex, PT","Jl. Gempol Wetan No.127 Citarum, Bandung, Jawa Barat",0224236685,Website: www.altinex.com,"Crown Corks, Of Base Metal","Crown corks, of base metal"
"Alumindo Alloy Abadi, PT","Jl. Setia Mekar No 88 Rt 001/002,, Bogor, Jawa Barat",02188345687,e-Mail: alumindo_alloy@yahoo.com,Unwrought Aluminium Alloys,Unwrought aluminium alloys
"Aluzindo Paduan Mulia, PT","Jl. Raya Narogong Km 26,5 Klapa Nunggal Kembang Kuning Kawasan Industri Korin, Bogor, Jawa Barat",02182496889,,Other Aluminium Wire Of Non Aluminium Not Alloyed,Other aluminium wire of non aluminium not alloyed
"Alviny Indonesia, PT","Kawasan Industri Ejip Park Plot 6l Sukaresmi-cikarang Selatan, Bekasi, Jawa Barat",0218970294,Website: www.alviny.co.id,"Alum. Structures For Doors, Windows & Their Frames,Printing Inks, Other Than Black","Alum. structures for doors, windows & their frames,Printing Inks, Other Than Black"
"Alyssa Puteri Mandiri, PT","Jl. Bintara Raya,ruko Bintara Loka No.19 Lt.2 Rt.001/008, Bekasi, Jawa Barat",,Website: www.apmlogistics.co.id,"Oth Finish Agent,dye Carriers To Accele Kind Used,Go-karts,cylinder Capacity <= 1000 Cc, Internal","Oth finish agent,dye carriers to accele kind used,Go-karts,cylinder Capacity <= 1000 Cc, Internal"
"Amazon Papyrus Chemicals, PT","Jl. Kh. Noer Ali No. 8 Ruko Mega Kalimalang No. 9, Bekasi, Jawa Barat",0218866901,Website: www.amazon-papyrus.com,"Carboxymethylcellulose & Its Salts,Adhesives Based On Polymers Of Heading 39.01 To,Oth Sodium Polyacrylate","Carboxymethylcellulose & its salts,Adhesives Based On Polymers Of Heading 39.01 To,Oth Sodium Polyacrylate"
Ambiente Prima,"Jl. Gang Desa Blok Pegenjan Rt. 011 Rw. 004, Cirebon, Jawa Barat",,,"Basketwork, Wickerwork & Other Articles,  Of Veget,Seat Of Rattan,Bedroom, Dining Room Or Living Room Sets Of Rattan","Basketwork, wickerwork & other articles,  of veget,Seat Of Rattan,Bedroom, Dining Room Or Living Room Sets Of Rattan"
"Amcor Indonesia, PT","Jl. Pintu Gerbang Tol Cibitung Komp. Industri Kimu Gandasari Cikarang, Bekasi, Jawa Barat",02188329706,,"Other Sacks And Bags, Including Cones","Other sacks and bags, including cones"
"American Standard Indonesia, PT","Jl.raya Narongong Km,52, Cileungsi, Bogor, Jawa Barat",0218230805,Website: www.americanstandard.co.id/,"Ceramic Sinks, Wash Basins, Wash Basin Of Porcelai,Water Taps Of Copper Or Copper Alloy With An,Ceramic Sinks, Wash Basins, Wash Basin Of Oth Thn","Ceramic sinks, wash basins, wash basin of porcelai,Water Taps Of Copper Or Copper Alloy With An,Ceramic Sinks, Wash Basins, Wash Basin Of Oth Thn"
Ami Hair Indonesia,"Jl. Raya Karangtengah Km.8 No.44 Rt.003/rw.004, Sukabumi, Jawa Barat",0266536839,,"Complete Wigs Of Synthetic Textiles,Bedspreads, Knitted/crocheted","Complete wigs of synthetic textiles,Bedspreads, Knitted/crocheted"
"Andalucia, CV","Jl. Raya Keduanan No.63 Desa Keduanan Kecamatan, Depok Cirebon, Jawa Barat",0231341923,,"Furniture Of Plastics Oth Than For Baby Walker,fum,Parts Of Seats Of Plastics,Oth Wooden Furniture,oth Than Fume Cupboard","Furniture of plastics oth than for baby walker,fum,Parts Of Seats Of Plastics,Oth Wooden Furniture,oth Than Fume Cupboard"
Andre Rattan,"Desa Tegalsari,cirebon, Bogor, Jawa Barat",,,"Seat Of Rattan,Oth Seats,with Wooden Frames,combined With Rattan","Seat of rattan,Oth Seats,with Wooden Frames,combined With Rattan"
"Aneka Produksi Nusajaya, PT","Gg. Slamet Ii No. 6-8, Cicadas, Bandung, Jawa Barat",0227202412,Website: www.champ.co.id,"Oth Panty Hose&tights Of Oth Textile Materials, Kn","Oth panty hose&tights of oth textile materials, kn"
"Angelina Kartika Timur Cemerlang, PT","Jl. Raya Sukabumi-bogor Km.18 No.421, Rt.01/01 Pasir Muncang, Caringin, Bogor, Jawa Barat",02518221638,e-Mail: angelina_kartika@yahoo.com,"Females Dresses Of Oth Textiles, Not Silk And Not,Mens/boys Shirts Of Artificial  Man- Made","Females dresses of oth textiles, not silk and not,Mens/boys Shirts Of Artificial  Man- Made"
"Anggun Rotan, CV","Jl. Nyi Ageng Mantra No. 4c, Tegalwangi, Weru, Cirebon, Jawa Barat",0231320615,Website: anggun-rotan.com,"Bedroom, Dining Room Or Living Room Sets Of Rattan,Seat Of Rattan,Oth Seats,with Wooden Frames,combined With Rattan","Bedroom, dining room or living room sets of rattan,Seat Of Rattan,Oth Seats,with Wooden Frames,combined With Rattan"
