Company Name,Address,Telephone Number,Other Data,Commodity,Business Field
"Borneo Pioneer, CV","Jl. Aw Syahrani Nomor 006 Rt 001,batu Ampar,balikpapan Utara, Balikpapan, Kalimantan Timur",,,Oth Non Coniferous Oth Teak Strips Friezes For Par,Oth non coniferous oth teak strips friezes for par
"Bumi Artha Jaya, PT","Perum Bukit Damai Indah Blok H-31 Jl. Mt. Haryono, Balikpapan, Kalimantan Timur",,,"Other Coal,whether Or Not Pulverised But Not Agglo","Other coal,whether or not pulverised but not agglo"
"Cahaya Energi Mandiri, PT","Jl. Ir.h.juanda Gd.cahaya Tiara Lt.5, Air Hitam, Samarinda, Kalimantan Timur",05417283302,Website: www.cmskaltim.com,"Other Coal,whether Or Not Pulverised But Not Agglo,Bituminous Coal: Not Coking Coal","Other coal,whether or not pulverised but not agglo,Bituminous Coal: Not Coking Coal"
"Cahaya Samtraco Utama, PT","Jl. Ekonomi Rt.13,loa Buah, Sungai Kunjang, Samarinda, Kalimantan Timur",05416276148,e-Mail: samtraco@cbn.net.id,"Oth Plywood,veneered Panels&similar Wood  Of Block,Wood Sawn/ Chipped Of A Thick > 6mm.of Dark&light,Oth Non Coniferous Oth Teak Strips Friezes For","Oth plywood,veneered panels&similar wood  of block,Wood Sawn/ Chipped Of A Thick > 6mm.of Dark&light,Oth Non Coniferous Oth Teak Strips Friezes For"
"Chevron Indonesia Company, PT","Pasir Ridge Komplek, Po Box 276, Balikpapan, Kalimantan Timur",,Website: www.chevronindonesia.com,"Crude Petroleum Oil,Part&acc Automatic, Regulating/controll,Condensate","Crude petroleum oil,Part&acc Automatic, Regulating/controll,Condensate"
"Chevron Makasar, Ltd, PT","Pasir Ridge Komplek, Po Box 276, Balikpapan, Kalimantan Timur",,Website: www.chevronindonesia.com,"Crude Petroleum Oil,Condensate","Crude petroleum oil,Condensate"
Citra Sip Indonesia,"Jl. Cemara Gang Swadaya No. 34 Rt. 035, Balikpapan, Kalimantan Timur",,,"Mech Shovels,excavators & Shove Loader Oth Front-e,Oth Trucks,Bulldozer & Angledozers Other Than Track  Laying","Mech shovels,excavators & shove loader oth front-e,Oth Trucks,Bulldozer & Angledozers Other Than Track  Laying"
"Daisa Sagena, Ud.","Jl. Komp.villa Damai Permai Blok-c1 Rt.088 No.03 Kel.sepinggan, Balikpapan, Kalimantan Timur",,,Live Reptiles (including Snakes And Turtles),Live reptiles (including snakes and turtles)
"Dewa Ruci Mandiri, PT","Jl. Ra. Kartini Rt. 11, Nunukan, Kalimantan Timur",,,Bituminous Coal: Not Coking Coal,Bituminous coal: not coking coal
"Dwijaya Prima Energi, PT","Perum Puspita Bengkuring Blok Ap No. 18 Lignite, Whether Or Not Pulverised, But Not Agglom, Samarinda, Kalimantan Timur",,,"Other Coal,whether Or Not Pulverised But Not,Bituminous Coal: Not Coking Coal","Other Coal,whether Or Not Pulverised But Not,Bituminous Coal: Not Coking Coal"
Fajar Sakti Prima,"Jl. Pupuk Raya Rt 044 No.55a, Balikpapan, Kalimantan Timur",,,Bituminous Coal: Coking Coal,Bituminous coal: coking coal
"Fazar Utama, CV","Jl. Siradj Salman Ruko Grand Mahakam D-03,telok Lerong Ilir, Samarinda, Kalimantan Timur",,,"Other Coal,whether Or Not Pulverised But Not","Other Coal,whether Or Not Pulverised But Not"
"Franklin Offshore Indonesia Perkasa, PT","Jl. Mulawarman No. 48, Manggar,, Balikpapan, Kalimantan Timur",0542743588,Website: www.franklinoffshore.net,"Other Rock Drilling / Earth Boring Tools , Includi,Manhole Covers, Gratings And Frames   Therefor,Oth Net Bags Of Man-made Textile Materials","Other rock drilling / earth boring tools , includi,Manhole Covers, Gratings And Frames   Therefor,Oth Net Bags Of Man-made Textile Materials"
"G & J Jaya Utama, PT","Jl. Mulawarman No.177 Rt.22, Balikpapan, Kalimantan Timur",,,"Other For Marine Propulsion Engines Of A Power > 2,Oth. Parts Of Goods Of Trans. Shafts,Oth Filtering Machinery & Apparatus For Liquids","Other for marine propulsion engines of a power > 2,Oth. Parts Of Goods Of Trans. Shafts,Oth Filtering Machinery & Apparatus For Liquids"
"Globalindo Inti Energi, PT","Jl. Ir. Soekarno, No. 24 Rt.015, Kutai Kartanegara, Kalimantan Timur",,,"Other Coal,whether Or Not Pulverised But Not Agglo,Lignite, Whether Or Not Pulverised, But Not,Bituminous Coal: Not Coking Coal","Other coal,whether or not pulverised but not agglo,Lignite, Whether Or Not Pulverised, But Not,Bituminous Coal: Not Coking Coal"
"Glominpro Indonesia, PT","Jl. Kol. Syarifuddin Yoes Rt.75 No.04, Balikpapan, Kalimantan Timur",0542874039,Website: www.glominpro.co,"Other Hand Tools Of A Kind Used In Agriculture, Ho","Other hand tools of a kind used in agriculture, ho"
"Gunung Kombeng, PT","Jl. Yos Sudarso No.12 A Rt.iv,kel.pelabuhan, Samarinda, Kalimantan Timur",0541732552,,"Other Vegetable Seeds, Other Than Onion  Seeds, Of","Other vegetable seeds, other than onion  seeds, of"
"Guruh Putera Bersama, PT","Jl. Wolter Monginsidi N0.26 Rt.viii, Kutai Kartanegara, Kalimantan Timur",,,Bituminous Coal: Not Coking Coal,Bituminous coal: not coking coal
"Hevilift Aviation Indonesia, PT","Jl. Marsma R Iswahyudi, Balikpapan, Kalimantan Timur",,,"Spark Ignition Reciproc/rotary Internal Combustion,Other Parts Of Aeroplanes/helicopters Heading,Life-jackets & Life-belts","Spark ignition reciproc/rotary internal combustion,Other Parts Of Aeroplanes/helicopters Heading,Life-jackets & Life-belts"
"Indonesia Plantation Synergy, PT","Jl. Gardania Blok F No.150, Rt.004, Panorama,kutai Timur, Kutai Timur, Kalimantan Timur",,,Crude Palm Oil,Crude palm oil
"Internasional Prima Coal, PT","Jl. Danau Toba No.11a Rt.21 Sungai Pinang Luar, Samarinda Ilir, Samarinda, Kalimantan Timur",02178837048,Website: www.icr-antam.com,"Other Coal,whether Or Not Pulverised But Not Agglo,Lignite, Whether Or Not Pulverised, But Not","Other coal,whether or not pulverised but not agglo,Lignite, Whether Or Not Pulverised, But Not"
"Jaya Lestari, Ud.","Jl. Tien Soeharto Rt. 012 Kel. Nunukan Timur, Nunukan, Kalimantan Timur",,,"Oth Pasta, Oth Instant Noodles,Kitchenware Of Stainless Steel,Tableware & Kitchenware Except From Melamine","Oth pasta, oth instant noodles,Kitchenware Of Stainless Steel,Tableware & Kitchenware Except From Melamine"
"Jembayan Muarabara, PT","Jl. Untung Surapati, Mahakam Square Blok B No. 17-19  Sungai Kunjang, Samarinda, Kalimantan Timur",,,Bituminous Coal: Not Coking Coal,Bituminous Coal: Not Coking Coal
"Kalimantan Lestari Raharja, PT","Jl. Jend. A. Yani No.40 Rt.03,, Balikpapan, Kalimantan Timur",,,"Other Parts,acces For Other Vehicles Of Heading 87,Bulldozer & Angledozers Other Than Track  Laying","Other parts,acces for other vehicles of heading 87,Bulldozer & Angledozers Other Than Track  Laying"
"Kaltim Arwana Lestari, PT","Jl. Mt. Haryono Komp. Bpp Baru Blok D4 No. 9-10 Kel. Damai, Balikpapan, Kalimantan Timur",,,Red Arowanes,Red arowanes
"Kaltim Batumanunggal, PT","Jl. Imam Bonjol No. 17b  Rt. 026, Samarinda, Kalimantan Timur",0541206888,,"Bituminous Coal: Not Coking Coal,Other Coal,whether Or Not Pulverised But Not","Bituminous coal: not coking coal,Other Coal,whether Or Not Pulverised But Not"
"Kaltim Jaya Bara, PT","Jl. Pulau Manimbora No 88, Berau, Kalimantan Timur",,,"Other Coal,whether Or Not Pulverised But Not Agglo,Bituminous Coal: Coking Coal,Bituminous Coal: Not Coking Coal","Other coal,whether or not pulverised but not agglo,Bituminous Coal: Coking Coal,Bituminous Coal: Not Coking Coal"
"Karunia Prima Minerals, PT","Jl.ahmad Yani No.2d Rt.18 Kel. Karang Asem Ulu, Samarinda, Kalimantan Timur",,,"Other Coal,whether Or Not Pulverised But Not Agglo","Other coal,whether or not pulverised but not agglo"
"Kayu Lapis Asli Murni, PT","Jl. Ekonomi Rt. 15 Desa Loa Buah, Samarinda, Kalimantan Timur",,,"Oth Plywood,consisting Solaly <6mm Thinkness W/ At,Veneered Panels&similar W/at Least One Other Wood","Oth plywood,consisting solaly <6mm thinkness w/ at,Veneered Panels&similar W/at Least One Other Wood"
Kedap Sayaaq,"Jl Ra Kartini Rt03,kutai Barat, Kutai Barat, Kalimantan Timur",054541332,,"Other Coal,whether Or Not Pulverised But Not Agglo,Lignite, Whether Or Not Pulverised, But Not","Other coal,whether or not pulverised but not agglo,Lignite, Whether Or Not Pulverised, But Not"
"Khaleda Agroprima Malindo, PT","Jl. Hasan Basri Gg.5 No.3, Samarinda, Kalimantan Timur",,,Crude Palm Oil,Crude palm oil
"Khotai Makmur Insan Abadi, PT","Jl. Kauman Rt.02, Desa Bukit Raya, Kutai Kartanegara, Kalimantan Timur",,,"Other Coal,whether Or Not Pulverised But Not Agglo","Other coal,whether or not pulverised but not agglo"
"Komatsu Remanufacturing Asia, PT","Jl. Pulau Balang No. 99 Rt. 36 Kel. Karang Joang Kec. Balikpapan Utara, Balikpapan, Kalimantan Timur",05427863222,Website: www.komatsu.com,"Gear&gearing Oth Than Toothed Wheels, For Oth","Gear&gearing Oth Than Toothed Wheels, For Oth"
"Komunitas Bangun Bersama, PT","Jl. Soekarno - Hatta Km. 24 Rt. 12, Kutai Kartanegara, Kalimantan Timur",,,"Other Coal,whether Or Not Pulverised But Not Agglo","Other coal,whether or not pulverised but not agglo"
"Koperasi Serba Usaha Karya Desa, Ko.","Desa Loa Ulung Rt.03, Kutai Kartanegara, Kalimantan Timur",,,"Other Coal,whether Or Not Pulverised But Not Agglo","Other coal,whether or not pulverised but not agglo"
"Koperasi Serba Usaha Sipatuo Sipatokkong, Ko.","Jl. Sukarno Hatta Km.28 No.rt.012, Kutai Kartanegara, Kalimantan Timur",,,"Other Coal,whether Or Not Pulverised But Not Agglo","Other coal,whether or not pulverised but not agglo"
"Krida Makmur Bersama, PT","Jl. Pahlawan No. 1 Rt 26, Samarinda, Kalimantan Timur",,,"Other Coal,whether Or Not Pulverised But Not Agglo","Other coal,whether or not pulverised but not agglo"
"Kutai Chip Mill, PT","Jl. Teluk Waru Rt. 09 Kel. Kariangau, Balikpapan, Kalimantan Timur",,,Non-coniferous Wood In Chips Or   Particles,Non-coniferous wood in chips or   particles
"Kutai Energi, PT","Jl.  Untung Suropati Komp. Mahakam Square C-20 Karang Asam Ulu, Samarinda, Kalimantan Timur",,,"Other Coal,whether Or Not Pulverised But Not Agglo,Bituminous Coal: Not Coking Coal","Other coal,whether or not pulverised but not agglo,Bituminous Coal: Not Coking Coal"
"Kutai Kumala Energy, CV","Jl. Arwana Blok F No.12b Rt.016 Timbau, Tenggarong, Kutai Kartanegara, Balikpapan, Kalimantan Timur",,,"Bituminous Coal: Not Coking Coal,Other Coal,whether Or Not Pulverised But Not","Bituminous coal: not coking coal,Other Coal,whether Or Not Pulverised But Not"
"Lanna Harita Indonesia, PT","Jl. Letjen S Parman Mall Lembuswana Blok C/20-21 Sidodadi Segiri, Samarinda, Kalimantan Timur",02125539313,,"Other Coal,whether Or Not Pulverised But Not Agglo,Bituminous Coal: Not Coking Coal,Lignite, Whether Or Not Pulverised, But Not","Other coal,whether or not pulverised but not agglo,Bituminous Coal: Not Coking Coal,Lignite, Whether Or Not Pulverised, But Not"
"Lembu Swana Perkasa, PT","Jl. Sangkulirang No. 85 Rt. 11 Maluhu Tenggarong, Kutai Kartanegara, Kalimantan Timur",,,"Other Coal,whether Or Not Pulverised But Not Agglo,Lignite, Whether Or Not Pulverised, But Not,Bituminous Coal: Not Coking Coal","Other coal,whether or not pulverised but not agglo,Lignite, Whether Or Not Pulverised, But Not,Bituminous Coal: Not Coking Coal"
Lianganggang Cemerlang,"Jl. Jend. Sudirman No.96 Rt.49, Balikpapan, Kalimantan Timur",,,"Bituminous Coal: Not Coking Coal,Other Coal,whether Or Not Pulverised But Not","Bituminous coal: not coking coal,Other Coal,whether Or Not Pulverised But Not"
"Liebherr Indonesia Perkasa, PT","Jl. Mulawarman Rt. 19 No. 17 Kel. Manggar, Balikpapan, Kalimantan Timur",0542770327,Website: www.liebherr.com,"Other Cooling Medium Pumps For Internal Combustion,Oth Parts Suitable Use Of Machinery Of Heading,Other Engines With Power > 100 Kw For Heading","Other Cooling medium pumps for internal combustion,Oth Parts Suitable Use Of Machinery Of Heading,Other Engines With Power > 100 Kw For Heading"
"Makmur Abadi Permai, PT","Jl. P Hidayatullah No 03 Karang Mumus, Samarinda, Kalimantan Timur",0541731904,,"Leather Further Prepared After Tanning/ Crusting,,Leather Further Prepared After Tanning/ Crusting,,Tanned Or Dressed Furskins, Whole Skins & Pieces","Leather further prepared after tanning/ crusting,,Leather Further Prepared After Tanning/ Crusting,,Tanned Or Dressed Furskins, Whole Skins & Pieces"
"Mampala Jaya, PT","Jl. Pelita Komp. Ruko Pesona Mahakam Blok. Rk12, Samarinda, Kalimantan Timur",,,"Other Coal,whether Or Not Pulverised But Not Agglo","Other coal,whether or not pulverised but not agglo"
"Mandala Bhakti, CV","Komplek Bangun Reksa Blok B No. 15 Rt 036 B, Balikpapan, Kalimantan Timur",,,"Other Fuel Cut-off For Vehicle,Other Transmission Shafts,Other For Marine Propulsion Engines Of A Power >","Other Fuel cut-off for vehicle,Other Transmission Shafts,Other For Marine Propulsion Engines Of A Power >"
"Mega Alam Sejahtera, PT","Jl. Lingkungan Areal Pt Mega Alam Sejahtera Rt.18 Kampung Lamin, Berau, Kalimantan Timur",,,"Other Coal,whether Or Not Pulverised But Not Agglo,Lignite, Whether Or Not Pulverised, But Not","Other coal,whether or not pulverised but not agglo,Lignite, Whether Or Not Pulverised, But Not"
Megumy Inti Anugerah,"Jl.komp. Taman Sari Bukit Mutiara Blok Rk/25,balikpapan, Balikpapan, Kalimantan Timur",05427213209,,Bituminous Coal: Coking Coal,Bituminous Coal: Coking Coal
Muji Rahayu,"Jl. Rapak Indah 3 No.3 Rt.36, Samarinda, Kalimantan Timur",,,"Cruise Ships,excursion Boats,ferry- Boats Of Gross","Cruise ships,excursion boats,ferry- boats of gross"
"Mulia Jaya Mandiri, PT","Jl. Sultan Hasanuddin No.22 Rt.048, Balikpapan, Kalimantan Timur",,,Hubless Tubes And Pipes,Hubless tubes and pipes
"Multi Harapan Utama, PT","Ruko Mahakam Square Blok C22-23 No.75 Rt.25 Kr.asam, Sei Kunjang, Samarinda, Kalimantan Timur",0541274700,,"Other Coal,whether Or Not Pulverised But Not Agglo,Bituminous Coal: Not Coking Coal","Other coal,whether or not pulverised but not agglo,Bituminous Coal: Not Coking Coal"
"Multindo Technology Utama, PT","Jl. Imus Payau No. 45 Rt 035 Muara Rapak, Balikpapan, Kalimantan Timur",05427581328,e-Mail: mteknik@telkom.net,"Oth Tube/pipe Fittings,not Butt Welding/ Flanges/e","Oth tube/pipe fittings,not butt welding/ flanges/e"
"Mutiara Etam Coal, PT","Jl. Di Panjaitan Ruko City View No.11, Samarinda, Kalimantan Timur",,,"Other Coal,whether Or Not Pulverised But Not Agglo","Other coal,whether or not pulverised but not agglo"
Novi Priya Santosa,"Jl. Kampung Rambutan Rt.02, Nunukan, Kalimantan Timur",,,"Other Seaweed & Algae, Fresh, Chilled, Frozen,drie","Other seaweed & algae, fresh, chilled, frozen,drie"
"Nunukan Jaya Lestari, PT","Jl. Gajah Mada Rt.10, Nunukan, Kalimantan Timur",,,Crude Oil Of Palm Kernel,Crude Oil Of Palm Kernel
"Oceanias Timber Products, PT","Jl. P.hidayatullah No.39, Samarinda, Kalimantan Timur",0541273988,,"Oth Plywood,veneered Panels&similar Wood  Of Block,Oth Non Coniferous Oth Teak Strips Friezes For","Oth plywood,veneered panels&similar wood  of block,Oth Non Coniferous Oth Teak Strips Friezes For"
"Panca Sukses Graha Kaltim, CV","Jl. Mayjen Sutoyo No. 7 Rt. 27, Samarinda, Kalimantan Timur",0541771976,,Oth Non Coniferous Oth Teak Strips Friezes For Par,Oth non coniferous oth teak strips friezes for par
"Parts Sentra Indomandiri, PT","Jl. Sultan Hasanuddin No. 18 Rt. 07, Balikpapan, Kalimantan Timur",05427204406,,"Oth Boring/sinking Machinery Self Propelled,Oth Gas Compr Modul For Use In Oil Drill Oth Than,Oth.thn Bundy-weld Pipes & Tubes, With Internal","Oth boring/sinking machinery self propelled,Oth Gas Compr Modul For Use In Oil Drill Oth Than,Oth.thn Bundy-weld Pipes & Tubes, With Internal"
"Perdana Maju Utama, PT","Komp. Tamansari Bukit Mutiara Blok Bk-1 No. 5 Rt. 11, Balikpapan, Kalimantan Timur",0542414502,,"Other Coal,whether Or Not Pulverised But Not Agglo","Other coal,whether or not pulverised but not agglo"
"Prathonylia Nusa Prima, CV","Komp. Perum Batakan Mas Blok. Dd No. 08 Rt. 27 Kel. Manggar Kec. Bppn Timur, Balikpapan, Kalimantan Timur",,,"Crabs, Live,Other Marine Fish Excl.fillets, Livers And Roes,,Cold-water Shrimps And Prawns, Fresh Or Chilled","Crabs, live,Other Marine Fish Excl.fillets, Livers And Roes,,Cold-water Shrimps And Prawns, Fresh Or Chilled"
"Pupuk Kalimantan Timur, PT","Jl. James Simanjuntak 1 Bontang Utara Komplek Pkt, Bontang, Kalimantan Timur",054841616,Website: www.pupukkaltim.com,"Urea, Whether/not In Aqueous Solution,Anhydrous Ammonia,Other Silicon Powder","Urea, whether/not in aqueous solution,Anhydrous Ammonia,Other Silicon Powder"
"Raja Kutai Baru Makmur, PT","Jl. Stadion 101 Rt. 13 Loa Ipuh Tenggarong, Kutai Kartanegara, Kalimantan Timur",,,"Lignite, Whether Or Not Pulverised, But Not Agglom,Bituminous Coal: Not Coking Coal","Lignite, whether or not pulverised, but not agglom,Bituminous Coal: Not Coking Coal"
"Rimba Raya Lestari, PT","Jl. P. Antasari No.45b, Air Putih, 75124, Samarinda, Kalimantan Timur",0541769408,,"Oth Plywood,consisting Solaly <6mm Thinkness W/ At,Oth Non Coniferous Oth Teak Strips Friezes For,Mech Shovels,excavators & Shove Loader Oth","Oth plywood,consisting solaly <6mm thinkness w/ at,Oth Non Coniferous Oth Teak Strips Friezes For,Mech Shovels,excavators & Shove Loader Oth"
"Rinjani Kartanegara, PT","Jl. Gerbang Dayaku Rt.010, Kutai Kartanegara, Kalimantan Timur",,,"Other Coal,whether Or Not Pulverised But Not Agglo,Bituminous Coal: Not Coking Coal","Other coal,whether or not pulverised but not agglo,Bituminous Coal: Not Coking Coal"
"Sandvik Mining & Construction Indonesia, PT","Jl. Mulawarman Rt. 23 No. 17, Balikpapan, Kalimantan Timur",03542763062,,"Oth Boring/sinking Machinery Self Propelled,Parts Of Boring/sinking Machinery  Of Su Bhead,Other Articles Not Forged Or Steamed","Oth boring/sinking machinery self propelled,Parts Of Boring/sinking Machinery  Of Su Bhead,Other Articles Not Forged Or Steamed"
"Santan Batubara, PT","Jl. Solong Kutai No. 22 Rt. 53 Sempaja Samarinda, Samarinda, Kalimantan Timur",,,Bituminous Coal: Not Coking Coal,Bituminous coal: not coking coal
"Sarana Bina Semesta Alam, PT","Desa Rantau Hempang Rt. 10 Dusun Tanjung Karas, Kutai Kartanegara, Kalimantan Timur",,,Non-coniferous Wood In Chips Or   Particles,Non-coniferous wood in chips or   particles
Sarana Novita Pratama,"Komp. Sempaja Lestari Indah Blok Q No. 7a,samarinda, Samarinda, Kalimantan Timur",,,"Part Of Other Centrifugal Pumps,Oth Parts Suitable Use Of Machinery Of Heading,Stainless Stl Shield&clamp Assembly Wth Rubb.sl","Part of other centrifugal pumps,Oth Parts Suitable Use Of Machinery Of Heading,Stainless Stl Shield&clamp Assembly Wth Rubb.sl"
"Serba Usaha Gelinggang Mandiri, PT","Jl. Kemuning Kamp. Gelinggang Rt.06, Samarinda, Kalimantan Timur",,,"Other Coal,whether Or Not Pulverised But Not Agglo","Other coal,whether or not pulverised but not agglo"
Sinar Indo Energy,"Jl. Kh Abdul Mutholib Gg. Mawar No.36 Rt.09, Samarinda, Kalimantan Timur",,,"Other Coal,whether Or Not Pulverised But Not Agglo","Other coal,whether or not pulverised but not agglo"
"Sinar Kumala Naga, PT","Jl. Danau Jempang  46 Rt 25 Kel. Melayu Tenggarong, Kutai Kartanegara, Kalimantan Timur",0541739014,,"Other Coal,whether Or Not Pulverised But Not Agglo,Lignite, Whether Or Not Pulverised, But Not","Other coal,whether or not pulverised but not agglo,Lignite, Whether Or Not Pulverised, But Not"
"Spedco Kaltim, PT","Jl. Jend. Sudirman Komp. Bpp Permai Blok. F-2-n, Balikpapan, Kalimantan Timur",0542733666,Website: www.spedco.net,"Pulley Tackle & Hoists Oth Than Skip For  Raising,Other Instruments&appliances Oth Than Radio Sonde,Fittings Of Plastics","Pulley tackle & hoists oth than skip for  raising,Other Instruments&appliances Oth Than Radio Sonde,Fittings Of Plastics"
"Sukses Mandiri, CV","Jl. Jend. Sudirman, Komp. Balikpapan Permai Blok F2/24, Kec. Balikpapan Selatan, Balikpapan, Kalimantan Timur",0542733666,e-Mail: yattenginering@yahoo.com,"Mattress Of Other Materials,Other Rock Drilling / Earth Boring Tools ,","Mattress of other materials,Other Rock Drilling / Earth Boring Tools ,"
"Sumalindo Lestari Jaya, Tbk., PT","Jl. Dr. Cipto Mangunkusumo, Rt.02 Kel. Sengkotek, Kec. Loa Janan Ilir, Samarinda, Kalimantan Timur",,e-Mail: hrds@sumalindo.com,"Oth Plywood,consisting Solaly <6mm Thinkness W/ At,Oth Plywood,veneered Panels&similar Wood  Of","Oth plywood,consisting solaly <6mm thinkness w/ at,Oth Plywood,veneered Panels&similar Wood  Of"
Sungai Berlian Bakti,"Jl. Padat Karya Rt.04 Kel.sanga-sanga Muara, Kec Sanga-sanga, Kutai Kartanegara, Kalimantan Timur",,,"Other Coal,whether Or Not Pulverised But Not Agglo","Other coal,whether or not pulverised but not agglo"
Suriani,"Jl.cik Di Tiro Rt.018 Kel.nunukan Timur, Nunukan, Kalimantan Timur",,,"Oth Pasta, Oth Instant Noodles,Kitchenware Of Stainless Steel,Other Household Articles Of Iron Or Steel","Oth pasta, oth instant noodles,Kitchenware Of Stainless Steel,Other Household Articles Of Iron Or Steel"
"Surya Kaltim Perdana, PT","Jl. Mulawarman Komp.griya Lestari Blok Ii/7, Samarinda Ilir, Samarinda, Kalimantan Timur",0541737619,,"Oth Non Coniferous Oth Teak Strips Friezes For Par,Wood Sawn/ Chipped Of A Thick > 6mm.of Dark&light","Oth non coniferous oth teak strips friezes for par,Wood Sawn/ Chipped Of A Thick > 6mm.of Dark&light"
