Company Name,Address,Telephone Number,Other Data,Commodity,Business Field
"Perdana Inti Sawit Perkasa, PT","Jl. Jend. Sudirman No. 395, Pekanbaru, Riau",076137799,e-Mail: contact.pisp@ciliandraperkasa.co.id,Crude Palm Oil,Crude palm oil
Prima Nusa Sejati,"Jl. Al - Ikhlas Rt / Rw 009 / 002 Sungai Guntung, Indragiri Hilir Tanjung Jabung Barat, Riau",0779551212,,"Oil-cake And Other Solid Residues Of Palm Nuts Or,Sago Starch","Oil-cake And Other Solid Residues Of Palm Nuts Or,Sago Starch"
"Prima Wira Agung, CV","Jl. Raya Pasir Putih Km. 8.5 Desa Baru Siak Hulu, S I A K, Riau",0217987015,e-Mail: rdamanik@sucofindo.co.id,"Oth Rubber,sanded Or End Jointed&planed, Thickness,Oth Plywood,veneered Panels&similar Wood  Of","Oth rubber,sanded or end jointed&planed, thickness,Oth Plywood,veneered Panels&similar Wood  Of"
"Pulau Sambu, PT","Jl. Sungai Guntung Kec. Kateman, Indragiri Hilir, Riau",0779552000,Website: sambugroup.com,"Fractions Of Refined Coconut Oil, Not Chemically M,Other Food Preparations Not Elsewhere Specified,Crude Oil Of Coconut (copra)","Fractions of refined coconut oil, not chemically m,Other Food Preparations Not Elsewhere Specified,Crude Oil Of Coconut (copra)"
"Riau Crumb Rubber Factory (ricry), PT","Jl.kampung Sukaramai No.63 Tangkerang, Pekanbaru, Riau",076152501,,Technically Specified Natural Rubber (tsnr) 10,Technically Specified Natural Rubber (tsnr) 10
"Riau Sakti United Plantations Industri, PT","Jl. Km. 9 Desa Pulau Burung Kec Pulau Burung, Indragiri Hilir, Riau",0779541000,e-Mail: p2-general@rsup.co.id,"Other Food Preparations Not Elsewhere Specified Or,Coconuts, Desiccated, Dried,Pineapples, Othwise Prepared/preserved","Other food preparations not elsewhere specified or,Coconuts, Desiccated, Dried,Pineapples, Othwise Prepared/preserved"
"Rubber Wood Industries Indo, PT","Jl.pasir Putih Km.21 Pangkarlan Baru,siak Hulu, Kampar, Riau",,,"Oth Rubber,sanded Or End Jointed&planed, Thickness","Oth rubber,sanded or end jointed&planed, thickness"
"Salmah Arowana Lestari, PT","Jl. Nangka No.165 C Rt.02 Rw.04 Wonorejo, Marpoyan Damai, Pekanbaru, Riau",,,"Arowanes, Than Not Red,Red Arowanes","Arowanes, than not red,Red Arowanes"
"Sanden Electronic Indonesia, PT","Lot T 1-3 Bie Lobam 008/bpk-wb 10/1 Kecamatan Bintan Utara, Indragiri Hilir, Riau",0770696228,e-Mail: sales@cmti.com,"Ignition Wiring Sets,not Wiring Set,used In Vehicl,Oth Measuring/check The Flow/level Of  Liquid,","Ignition wiring sets,not wiring set,used in vehicl,Oth Measuring/check The Flow/level Of  Liquid,"
"Sararasa Biomass, PT","Jl. Pembangunan I No. 32c Rt. 05 Rw. 03 Selat Panjang Timur Tebing Tinggi, Kepulauan Meranti, Riau",,Website: www.sararasa.com,"Oth Sawdust&wood Waste&scrap,whether Or Not Agglom,Residues Of Starch Manufacture Of Manioc","Oth Sawdust&wood waste&scrap,whether or not agglom,Residues Of Starch Manufacture Of Manioc"
"Sawerigading Jaya Raya, CV","Jl. Jawi-jawi No. 58 Selat Panjang, Kepulauan Meranti, Riau",,,"Coconuts,oth Than Desiccated&in The Iner Shell, Fr,Other Starches (oth Than Wheat,maize, Potato,,Coconuts, In The Inner Shell (endocarp),  Fresh","Coconuts,oth than desiccated&in the iner shell, fr,Other Starches (oth Than Wheat,maize, Potato,,Coconuts, In The Inner Shell (endocarp),  Fresh"
"Sejahtera Bersama Diskan, Kp.","Jl. Bhakti No. 3 Panipahan Kec. Pasir Limau Kapas, Rokan Hilir, Riau",076721256,,"Cold-water Shrimps And Prawns, Fresh Or Chilled,Indian Threadfins And Silver Grunts,,Cold-water Shrimps And Prawns, Dried In Oth Than","Cold-water shrimps and prawns, fresh or chilled,Indian Threadfins And Silver Grunts,,Cold-water Shrimps And Prawns, Dried In Oth Than"
Sentiaky Bara Jaya,"Jl. Dt. Setia Maharaja No. 888-f Pekanbaru, Pekanbaru, Riau",0761769611,,"Vegetable Materials And Waste, Residues Of A Kind,Oth Vegetable Prodcts Not Used Primarily In,Other Oil Seeds & Oleaginous Fruits, Whether Or","Vegetable materials and waste, residues of a kind,Oth Vegetable Prodcts Not Used Primarily In,Other Oil Seeds & Oleaginous Fruits, Whether Or"
Sheri Lynn Simpson,"Komplek Sibayak No.81 Pt.cpi Duri, Pekanbaru, Riau",,,Other Household Tools,Other household tools
Siak Jaya Gemilang,"Jl. Melur No.15-b Rt.04 Rw.04,, Pekanbaru, Riau",,,"Oth Vegetable Prodcts Not Used Primarily In Tannin,Other Oil Seeds & Oleaginous Fruits, Whether Or","Oth vegetable prodcts not used primarily in tannin,Other Oil Seeds & Oleaginous Fruits, Whether Or"
"Silva Dena Aquamina, PT","Jl. Tuanku Tambusai No. 165/c, Pekanbaru, Riau",0761849501,Website: www.silvadenaaquamina.indonetwork.co.id,"Arowanes, Than Not Red,Red Arowanes,Other Freshwater Ornamental Fish, Live","Arowanes, than not red,Red Arowanes,Other Freshwater Ornamental Fish, Live"
"Silva, Kp.","Jl. Merdeka No. 31, Selat Panjang, Kab. Bengkalis, Bengkalis, Riau",076333889,,Oth Than Wood Charcoal(including Shell  Or Nut,Oth Than Wood Charcoal(including Shell  Or Nut
"Sinar Deli, PT","Jl. Patimura Rt. 03 Rw. 01, Bengkalis, Riau",076621212,Website: pt-deli-pratama-coal.tradenote.net,"Other Coal,whether Or Not Pulverised But Not Agglo","Other coal,whether or not pulverised but not agglo"
"Sinarbaru Wijayaperkasa, PT","Jl. Tuanku Tambusai No. 128, Pekanbaru, Riau",076164535,,"Other Coal,whether Or Not Pulverised But Not Agglo","Other coal,whether or not pulverised but not agglo"
"Subur Arum Makmur, PT","Jl. Jend. Sudirman No. 395, Pekanbaru, Riau",0215740837,,Crude Palm Oil,Crude palm oil
"Subur Raya, CV","Jl. Riau No. 89, Pekanbaru, Riau",076126052,Website: www.suburrayaindonesia.com,"Agarwood (gaharu) Chips, Fresh/dried","Agarwood (gaharu) chips, fresh/dried"
"Surya Bahari Line, CV","Jl. Pahlawan No.35, Kel. Selat Panjang, Kec., Tebing Tinggi Kepulauan Meranti, Riau",,,"Coconuts,oth Than Desiccated&in The Iner Shell, Fr,Coconuts, In The Inner Shell (endocarp),  Fresh,Other Starches (oth Than Wheat,maize, Potato,","Coconuts,oth than desiccated&in the iner shell, fr,Coconuts, In The Inner Shell (endocarp),  Fresh,Other Starches (oth Than Wheat,maize, Potato,"
"Surya Intisari Raya, PT","Jl. Jend. Sudirman No.395, Gd. Surya Dumai Group Lt. 5, Simpang Empat, Pekanbaru, Riau",076132700,,Crude Palm Oil,Crude palm oil
"Taluk Kuantan Perkasa, PT","Jl. Raya Dumai-duri Km.23, Bukit Kapur, D U M A I, Riau",,,"Oil-cake And Other Solid Residues Of Palm Nuts Or,Crude Oil Of Palm Kernel","Oil-cake and other solid residues of palm nuts or,Crude Oil Of Palm Kernel"
"Tambak Seraya Pratama, PT","Jl. Dr. Sutomo No.62, Pekanbaru, Riau",076137555,,"Arowanes, Than Not Red,Red Arowanes","Arowanes, than not red,Red Arowanes"
"Tamtia Mega Angkasa, CV","Jl. Tebing Tinggi No. 46, Kel.selat Panjang, Kec.tebing Tinggi, Kepulauan Meranti, Riau",,,"Coconuts,oth Than Desiccated&in The Iner Shell, Fr,Other Starches (oth Than Wheat,maize, Potato,","Coconuts,oth than desiccated&in the iner shell, fr,Other Starches (oth Than Wheat,maize, Potato,"
"Tirta Sari Surya, PT","Jl. Pasir Jaya Km. 6, Kel. Pasar Kota, Kec.rengat, 29311, Indragiri Hulu, Riau",0769323327,,"Technically Specified Natural Rubber (tsnr) 20,Technically Specified Natural Rubber (tsnr) 10","Technically Specified Natural Rubber (TSNR) 20,Technically Specified Natural Rubber (tsnr) 10"
Travis John Flowers,"Komplek Sibayak No.98 Duri, Pekanbaru, Riau",,,Other Household Tools,Other household tools
"Tri Bakti Sarimas, PT","Bkt. Payung, Ds.pantai, Kec. Kuantan Mudik, Kuantan Singingi, Riau",076134891,e-Mail: sarimas@indo.net.id,Crude Palm Oil,Crude palm oil
"Tri Mas Madya, PT","Jl. Tambusai Gg.pribadi Komp. Sejati A5 Kel.labuh Baru Timur,kec.payung Sekaki, Pekanbaru, Riau",0761572631,,"Oth Non Coniferous Oth Teak Strips Friezes For Par,Oth Sanded Or End Jointed&of A Thick > 6 Mm","Oth non coniferous oth teak strips friezes for par,Oth Sanded Or End Jointed&of A Thick > 6 Mm"
"Tunas Benua Sejahtera, PT","Jl. Pemuda Gg. Repelita Iii No. 9, Pekanbaru, Riau",,,"Oth Vegetable Prodcts Not Used Primarily In Tannin,Other Fruit,oth Than Heading 08.01 To 08.06, Dried","Oth vegetable prodcts not used primarily in tannin,Other Fruit,oth Than Heading 08.01 To 08.06, Dried"
"Tunggal Perkasa Plantations, PT","Air Molek Ds. Air Molek I Kec. Pasir Penyu, Indragiri Hulu, Riau",,,Crude Palm Oil,Crude palm oil
"Vilarnasakti, CV","Jl. Bintan Gg. Bahtrem Kel. Bintan Kec. Dumai Kota, D U M A I, Riau",,,"Mangosteens, Fresh Or Dried,Oth Wood Charcoal(including Shell   Or Nut,Cinnamon (cinnamomum Zeylanicum Blume), Neither","Mangosteens, fresh or dried,Oth Wood Charcoal(including Shell   Or Nut,Cinnamon (cinnamomum Zeylanicum Blume), Neither"
"Wana Jingga Timur, PT","Jl. Okm Jamil No. 1 Rt.02 Rw.01 Kec. Bukit Raya 28111, Indragiri Hilir, Riau",,,Crude Palm Oil,Crude palm oil
Wirata Daya Bangun Persada,"Jl. Tuanku Tambusai Rt 007, Komp. Pertokoan Taman Anggrek Blok B2-b5, Pekanbaru, Riau",,,Crude Palm Oil,Crude palm oil
