Company Name,Address,Telephone Number,Other Data,Commodity,Business Field
"Dewata Classic Teak, CV","Jl. Raya Krapyak Ringin No.99x,  Ds.krapyak, Kec. Tahunan, Yogyakarta, D.I. Yogyakarta",0274417735,,"Oth Wooden Furniture,oth Than Fume Cupboard,Tableware And Kitchenware, Of Wood.","Oth wooden furniture,oth than fume cupboard,Tableware And Kitchenware, Of Wood."
"Dewi Mahasadu, PT","Jl. Sidokabul No.8,sorosutan, Umbulharjo, Yogyakarta, D.I. Yogyakarta",0274379105,Website: www.dewimahasadu.com,"Hand Bag With Outer Surface Of Plastic Sheeting Or,Colleges & Similar Decorative Plaques Executed","Hand bag with outer surface of plastic sheeting or,Colleges & Similar Decorative Plaques Executed"
Dewi Puspa Kirana,"Keparakan Lor Mg I/540, Keparakan, Mergangsan, Yogyakarta, D.I. Yogyakarta",,,"Printed/illustrated Postcards, Card Greetings, Mes","Printed/illustrated postcards, card greetings, mes"
Dian Cipta Sejahtera,"Jl. Bantul Km 6,5 No.158 Nyemengan Rt.005, Bantul, D.I. Yogyakarta",,,Oth Than Wood Charcoal(including Shell  Or Nut Cha,Oth than wood charcoal(including shell  or nut cha
"Digitone Corporation, PT","Jl. Raya Wates Km.10 Surobayan Rt/rw 02/29,argomulyo-sedayu, Bantul, D.I. Yogyakarta",02746497994,Website: www.digitone.co.id,"Printing Inks Other Than Uv Curable Inks- Black,Ink-filled Printer Cartridges","Printing inks other than uv curable inks- black,Ink-filled Printer Cartridges"
Dimas Prasetyo Aji,"Perum Guwosari Blok Ix No.37 Kel. Guwosari Kec. Pajangan, Bantul, D.I. Yogyakarta",,,"Calendars Of Any Kind,printed,including Calendar B","Calendars of any kind,printed,including calendar b"
"Dipo Andy Muttaqien, Ssn","Pandes Ii Rt001 Wonokromo, Pleret, Bantul, D.I. Yogyakarta",,,"Paintings, Drawings And Pastels,executed Entirely","Paintings, drawings and pastels,executed entirely"
"Dong Young Tress Indonesia, PT","Kawasan Industri Zona Ii  Nganyang Kel. Sitimulyo, Kec. Piyungan, Bantul, D.I. Yogyakarta",02744353250,e-Mail: dongyoung_ind@yahoo.com,"Complete Wigs Of Synthetic Textiles,Other Needles, Not For Sewing","Complete wigs of synthetic textiles,Other Needles, Not For Sewing"
"Eagle Glove Indonesia, PT","Dsn Bayen Purwomartini Kalasan, Sleman, D.I. Yogyakarta",0274497263,,"Oth Articles Of Apparel&clothting Accessories;of P,Gloves,mittens & Mitts Specially Designed For Use","Oth articles of apparel&clothting accessories;of p,Gloves,mittens & Mitts Specially Designed For Use"
Eka Cipta Wahana,"Krasakan Rt/rw 001/013, Sleman, D.I. Yogyakarta",02747805752,,Oth Than Wood Charcoal(including Shell  Or Nut Cha,Oth than wood charcoal(including shell  or nut cha
Elang Jaya,"Ngasem Rt10 Rw039, Bantul, D.I. Yogyakarta",,,"Seat Of Cane,osier Or Similar Material,Oth Seats,with Wooden Frames,combined With Other,Statuettes & Oth Ornaments, Of Wood","Seat of cane,osier or similar material,Oth Seats,with Wooden Frames,combined With Other,Statuettes & Oth Ornaments, Of Wood"
Eldanes Java Kirana,"Jl. Kaliurang Km 8,5, Perum Dayu Permai B.18 Rt/rw 008/040, Sleman, D.I. Yogyakarta",0274887332,,Oth Supplement Fertilisers Chem/not Chem  Treated,Oth supplement fertilisers chem/not chem  treated
"Estika Indonesia, CV","Nitiprayan 141 A Ds.viii,ngesti Harjo,kasihan, Bantul, D.I. Yogyakarta",02746463253,,"Statuettes & Oth Ornaments, Of Wood,Oth Basketwork, Wickerwork & Other Articles, Of","Statuettes & oth ornaments, of wood,Oth Basketwork, Wickerwork & Other Articles, Of"
Eurindo Citra Mulia,"Jl. Ringroad Selatan, Krapyak Kulon No. 90a, Bantul, D.I. Yogyakarta",02748321866,,"Oth Ceramic Articles Of Oth Than Porcelain/china,Oth Than Wood Charcoal(including Shell  Or Nut,Oth Prefabricated Structural Components,","Oth ceramic articles of oth than porcelain/china,Oth Than Wood Charcoal(including Shell  Or Nut,Oth Prefabricated Structural Components,"
"Exotic Tropical Rainforest, CV","Jl. Laksda Adi Sucipto Km 7,5 Santan 7, Yogyakarta, D.I. Yogyakarta",0274583243,,"Ginger, Neither Crushed Nor Ground","Ginger, neither crushed nor ground"
Fanti Sulistyaningsih,"Mantup Rt013 Baturetno, Banguntapan, Bantul, D.I. Yogyakarta",,,"Oth Wood Marquetry And Inlaid,casket And  Similar","Oth wood marquetry and inlaid,casket and  similar"
"Gamatechno Indonesia, PT","Jl. Cik Di Tiro 34, Yogyakarta, D.I. Yogyakarta",,,Other Parts Of Aeroplanes/helicopters Heading 8801,Other parts of aeroplanes/helicopters heading 8801
"Gemilang Intertrade, CV","Jl. Sultan Agung Ruko 1 Bakulan, Bantul, D.I. Yogyakarta",,,"Other Sugar,incl Invert Sugar And Sugar Syrup Blen","Other sugar,incl invert sugar and sugar syrup blen"
"Habib Leather & Craft, PT","Imogiri Barat Km 6.7 Ngoto Bangunharjo Sewon, Bantul, D.I. Yogyakarta",0274445455,e-Mail: habibic@indosat.net.id,"Hand Bag With Other Outer Surface,Leather Strings Or Cords For Jewelry Or For,Artcl In Pocket/hand Bag With Outer Surface Of","Hand bag with other outer surface,Leather Strings Or Cords For Jewelry Or For,Artcl In Pocket/hand Bag With Outer Surface Of"
"Halim Pratama, CV","Jl. Bantul Km. 5 No.438 Dongkelan Panggungharjo Sewon Bantul, Bantul, D.I. Yogyakarta",,,"Oth Wooden Furniture,oth Than Fume Cupboard,Glass Mirros, Unframed,Oth Wooden Articles Of Furniture Not Falling In","Oth wooden furniture,oth than fume cupboard,Glass Mirros, Unframed,Oth Wooden Articles Of Furniture Not Falling In"
"Handyfill, CV","Gombang Rt.01/rw.22, Ds.tirtoadi.kec.mlati, Sleman, D.I. Yogyakarta",,,"Oth Article Monumental/building Of Oth Stones,not,Oth Wooden Furniture,oth Than Fume Cupboard,Statuettes & Oth Ornaments, Of Wood","Oth article monumental/building of oth stones,not,Oth Wooden Furniture,oth Than Fume Cupboard,Statuettes & Oth Ornaments, Of Wood"
"Harmoni Jaya Kreasi, PT","Jl. Gedongkuning No 66 Rejowinangun Kotagede, Yogyakarta, D.I. Yogyakarta",0274373502,,"Oth Basketwork, Wickerwork & Other Articles, Of Ot,Oth Than Basketwork, Wickerwork & Other Articles,,Statuettes & Oth Ornaments, Of Wood","Oth basketwork, wickerwork & other articles, of ot,Oth Than Basketwork, Wickerwork & Other Articles,,Statuettes & Oth Ornaments, Of Wood"
"Hasta Mandiri Karya, PT","Jl. Mangkuyudan 48 Rt.050 Rw.013 Mantrijeron, Yogyakarta, D.I. Yogyakarta",,,"Tiles, Reinforced Or Not,Oth Wooden Furniture,oth Than Fume Cupboard,Oth Article Monumental/building Of Oth Stones,not","Tiles, reinforced or not,Oth Wooden Furniture,oth Than Fume Cupboard,Oth Article Monumental/building Of Oth Stones,not"
"Hayu Abadi, CV","Jl. Pramuka No. 79 Bangunharjo, Bantul, D.I. Yogyakarta",,e-Mail: hayufactory@yahoo.co.id,"Oth Wooden Furniture,oth Than Fume Cupboard,Wooden Furniture Of A Kind Used In The Bedroom","Oth wooden furniture,oth than fume cupboard,Wooden Furniture Of A Kind Used In The Bedroom"
"Herya Wf, PT","Banyakan Ds.sitimulyo,kec.piyungan, Bantul, D.I. Yogyakarta",,,"Other Furniture Of Cane, Osier, Bamboo Or Similar,Oth Wooden Furniture,oth Than Fume Cupboard","Other furniture of cane, osier, bamboo or similar,Oth Wooden Furniture,oth Than Fume Cupboard"
"Hs Silver 800-925, CV","Jl. Mondorakan I, Kotagede, Yogyakarta, D.I. Yogyakarta",,,"Articles Of Silversmiths Wares Of Silver Whether O,Jewellery Of Silver","Articles of silversmiths wares of silver whether o,Jewellery Of Silver"
"Ide Studio Indonesia, PT","Jl. Parangtritis Km.8 Cabeyan,ds.panggungharjo, Kec.sewon, Bantul, D.I. Yogyakarta",0274445510,e-Mail: hrd@idestudio.com,"Oth Wooden Furniture,oth Than Fume Cupboard,Other Furniture Of Cane, Osier, Bamboo Or Similar","Oth wooden furniture,oth than fume cupboard,Other Furniture Of Cane, Osier, Bamboo Or Similar"
"Indaroma, CV","Jl. Cik Di Tiro 28 Terban Gondokusuman, Yogyakarta, D.I. Yogyakarta",0274517755,Website: www.indaroma.co.id,"Ether-phenols, Ether-alcohol-phenols & Their Halog,Oth Essential Oil Of Lemon Grass, Citronella,,Oth Essential Oils (terpeneless Or Not), Incl","Ether-phenols, ether-alcohol-phenols & their halog,Oth Essential Oil Of Lemon Grass, Citronella,,Oth Essential Oils (terpeneless Or Not), Incl"
"Indo Extraim, PT","Jl. Imogiri Timur Km.7.5 Tamanan, Banguntapan, Bantul, D.I. Yogyakarta",02744415036,,"Leather Further Prep. After Tanning/ Crust,oth Tha","Leather further prep. after tanning/ crust,oth tha"
"Indo Risakti, PT","Jl. Godean Km. 5 No.314 B Rt. 10 Rw. 003 Guyangan, Nogotirto, Gamping, Sleman, D.I. Yogyakarta",,,"Oth Than Basketwork, Wickerwork & Other Articles,,Statuettes & Oth Ornaments, Of Wood","Oth than basketwork, wickerwork & other articles,,Statuettes & Oth Ornaments, Of Wood"
"Infiniti Multi Kreasi, PT","Perum Alam Citra C-20 Cabeyan,panggung Harjo Sewon, Bantul, D.I. Yogyakarta",02746460139,,"Oth Than Basketwork, Wickerwork & Other Articles,,Oth Seats,with Wooden Frames,combined With Other,Statuettes & Oth Ornaments, Of Wood","Oth than basketwork, wickerwork & other articles,,Oth Seats,with Wooden Frames,combined With Other,Statuettes & Oth Ornaments, Of Wood"
"Jason Cipta Sukses, PT","Jl. Parangtritis Km.16 Dusun Gerselo Patalan Jetis, Bantul, D.I. Yogyakarta",0274497440,,"Protective Work Gloves, Mittens & Mitts,Divers  Gloves Of Synthetic Fibres Not Impregn,Gloves,mittens,of Synthetic Fibres Not Impregn","Protective work gloves, mittens & mitts,Divers  Gloves Of Synthetic Fibres Not Impregn,Gloves,mittens,of Synthetic Fibres Not Impregn"
"Java Gloves Perdana, PT","Jl. Solo Km 11 Ds. Kadirojo Ii Purwodadi Kalasan, Sleman, D.I. Yogyakarta",0274497464,Website: www.javagloves.com,"Gloves,mittens & Mitts Specially Designed For Use,Oth Articles Of Apparel&clothting Accessories;of,Textile Fbrcs Impregnated,coated,covered With","Gloves,mittens & mitts specially designed for use,Oth Articles Of Apparel&clothting Accessories;of,Textile Fbrcs Impregnated,coated,covered With"
Jawa Cipta Artikulestari,"Jl. R. Otto Iskandardinata No 72. Dk Nyangkringan, Bantul, D.I. Yogyakarta",,,"Other Worked Mother-of Pearl/tortoise- Shell & Art,Oth Wooden Articles Of Furniture Not Falling In","Other worked mother-of pearl/tortoise- shell & art,Oth Wooden Articles Of Furniture Not Falling In"
"Jedok, CV","Jl. Imogiri Barat Km. 4 Bangunharjo-sewon, Bantul, D.I. Yogyakarta",0274411648,Website: www.jedokstonework.com,"Oth Article Monumental/building Of Oth Stones,not,Oth Wooden Articles Of Furniture Not Falling In","Oth Article Monumental/building Of Oth Stones,not,Oth Wooden Articles Of Furniture Not Falling In"
Jogja Kelapamas,"Jl. Sultan Agung R-1 Bakulan Wetan, Bantul, D.I. Yogyakarta",,,"Other Sugar,incl Invert Sugar And Sugar Syrup Blen","Other sugar,incl invert sugar and sugar syrup blen"
"Karya Hidup Sentosa, CV","Jl. Magelang No. 144 Ploughs, Yogyakarta, D.I. Yogyakarta",0274563523,,"Pedestrian Controlled Tractors,power <= 22.5 Kw, F,Other Machinery For Soil Preparation Or","Pedestrian controlled tractors,power <= 22.5 kW, f,Other Machinery For Soil Preparation Or"
Karya Wahana Sentosa,"Jl. Imogiri Barat  Km. 17  Bungas Bantul, Bantul, D.I. Yogyakarta",02746460171,,"Oth Seats,with Wooden Frames,combined With Rattan,Oth Than Basketwork, Wickerwork & Other Articles,,Bedroom, Dining Room/living Room Sets Of Other","Oth seats,with wooden frames,combined with rattan,Oth Than Basketwork, Wickerwork & Other Articles,,Bedroom, Dining Room/living Room Sets Of Other"
"Kayu Manis, CV","Desa Mororejo Kaliwungu, Bantul, D.I. Yogyakarta",0274412217,Website: www.kayu-manis.com,"Oth Wooden Furniture,oth Than Fume Cupboard,Glass Mirros, Framed,Oth Article Monumental/building Of Oth Stones,not","Oth wooden furniture,oth than fume cupboard,Glass Mirros, Framed,Oth Article Monumental/building Of Oth Stones,not"
"Kharisma Eksport, PT","Jl. Parangtritis Km 4,5, Druwo Bangun Harjo, Sewon, Bantul, D.I. Yogyakarta",02746469086,,"Oth Wooden Furniture,oth Than Fume Cupboard,Wooden Furniture Of A Kind Used In Offices,Seats Of A Kind Used For Motor Vehicles Oth Than","Oth wooden furniture,oth than fume cupboard,Wooden Furniture Of A Kind Used In Offices,Seats Of A Kind Used For Motor Vehicles Oth Than"
"Kiho Bali Korin, PT","Ds Babadan Kel. Purwokartani,kec.kalasan Purwomartani Kalasan, Sleman, D.I. Yogyakarta",0274496858,,"Oth Articles Of Apparel&clothting Accessories;of P,Envelopes","Oth articles of apparel&clothting accessories;of p,Envelopes"
"Kirana Mas Homes, CV","Jl Solo-yogyakarta Km 13 004/02 Glondong, Sleman, D.I. Yogyakarta",,Website: www.kiranamashome.com,"Oth Basketwork, Wickerwork & Other Articles, Of Ot,Articles Of Yarn,strip/the Like Of Head","Oth basketwork, wickerwork & other articles, of ot,Articles Of Yarn,strip/the Like Of Head"
Koendang Buwono,"Tambakan Rt 003/ Rw 010, Sleman, D.I. Yogyakarta",,,"Flooring Blocks, Support/filler  Tiles & The Like","Flooring blocks, support/filler  tiles & the like"
"Komitrando - Emporio, PT","Jl. Wonosari Km. 8 Potorono Banguntapan, Bantul, D.I. Yogyakarta",0274371116,,"Other Articles With Outer Surface Of Plastic Or Of,Jerseys,pullovers,cardigans,waistcoat Of Man-made,Womens/girls Nightdresses & Pyjamas Of Man-made","Other articles with outer surface of plastic or of,Jerseys,pullovers,cardigans,waistcoat Of Man-made,Womens/girls Nightdresses & Pyjamas Of Man-made"
"Kooc Kreasi, PT","Jl. Imogiri Barat Km.5 N0.4 Tlajuk Wojo Bangunharjo, Yogyakarta, D.I. Yogyakarta",0274370300,Website: www.ptkoockreasi.info,"Oth Wooden Furniture,oth Than Fume Cupboard,Oth Seats,with Wooden Frames,combined With Other","Oth wooden furniture,oth than fume cupboard,Oth Seats,with Wooden Frames,combined With Other"
Kusuma Sandang Mekarjaya,"Jl. Raya Wates Km 7,4 Ngentak, Sleman, Sleman, D.I. Yogyakarta",,,"Oth Yarn Of Polyester Staple Fibres Mixed Mainly W,Single Yarnof Uncombed Fibres Measuring","Oth yarn of polyester staple fibres mixed mainly w,Single Yarnof Uncombed Fibres Measuring"
"Lawas, Ud.","Jl. Imogiri Barat Km.4 No.167, Dk Randubelang, Bangunharjo Sewon, Bantul, D.I. Yogyakarta",0274372121,,"Oth Wooden Furniture,oth Than Fume Cupboard,Oth Seats,with Wooden Frames,combined With Other,Oth Wooden Articles Of Furniture Not Falling In","Oth wooden furniture,oth than fume cupboard,Oth Seats,with Wooden Frames,combined With Other,Oth Wooden Articles Of Furniture Not Falling In"
"Lezak Nesia Jaya, PT","Noyokerten Rt. 04 Rw. 38 Sendangtirto Berbah, Sleman, D.I. Yogyakarta",0274544965,e-Mail: lezaxyog@indost.net.id,"Gloves,mittens,mitts, Impregnated Coated Plastics/,Gloves,mittens & Mitts Specially Designed For Use,Other Articles With Outer Surface Of Plastic Or","Gloves,mittens,mitts, impregnated coated plastics/,Gloves,mittens & Mitts Specially Designed For Use,Other Articles With Outer Surface Of Plastic Or"
"Limase Laras, CV","Sudimoro Ds. Timbulharjo Ke. Sewon, Bantul, D.I. Yogyakarta",02747113577,,"Wooden Furniture Of A Kind Used In Offices,Oth Wooden Furniture,oth Than Fume Cupboard,Oth Seats,with Wooden Frames,combined With Other","Wooden furniture of a kind used in offices,Oth Wooden Furniture,oth Than Fume Cupboard,Oth Seats,with Wooden Frames,combined With Other"
