Company Name,Address,Telephone Number,Other Data,Commodity,Business Field
"Adhi Hutama Karya, CV","Jl. Raya Magelang-semarang Km.12,8 Ds. Soropadan, Kec Pringsurat, Temanggung, Jawa Tengah",0293365013,,Veneered Panels&similar W/at Least One Other Wood,Veneered panels&similar w/at least one other wood
"Adi Furniture, CV","Jl. Sumpah Pemuda Tegalarum Rt.01/12 Mojosongo, Surakarta, Jawa Tengah",0291851880,,"Oth Wooden Furniture,oth Than Fume Cupboard,Oth Seats,with Wooden Frames,combined With Other,Wooden Furniture Of A Kind Used In The Bedroom","Oth wooden furniture,oth than fume cupboard,Oth Seats,with Wooden Frames,combined With Other,Wooden Furniture Of A Kind Used In The Bedroom"
Adi Karya Utama,"Desa Ngabul Rt.01 Rw.04,jepara, Jepara, Jawa Tengah",0291593433,,"Oth Wooden Furniture,oth Than Fume Cupboard,Oth Seats,with Wooden Frames,combined With Other,Wooden Furniture Of A Kind Used In The Kitchen","Oth wooden furniture,oth than fume cupboard,Oth Seats,with Wooden Frames,combined With Other,Wooden Furniture Of A Kind Used In The Kitchen"
"Adiguna Cipta Insani, CV","Jl. Lu Adi Sucipto No.41, Blulukan, Colomadu, Karanganyar, Jawa Tengah",0271725777,,"Oth Basketwork, Wickerwork & Other Articles, Of Ot,Basketwork, Wickerwork & Other Articles,  Of,Oth Seats,with Wooden Frames,combined With Rattan","Oth basketwork, wickerwork & other articles, of ot,Basketwork, Wickerwork & Other Articles,  Of,Oth Seats,with Wooden Frames,combined With Rattan"
"Adikencana Mahkotabuana, PT","Jl. Raya Palur Km. 13,5  Waru, Kebakkramat, Karanganyar, Jawa Tengah",0271827273,,Single Yarn Cont >=85% By Weight Of Artificial Sta,Single yarn cont >=85% by weight of artificial sta
"Adiwraksa Atyanta, PT","Ds. Ngarak-arak, Kel.telukan Kec.grogol, Sukoharjo, Jawa Tengah",0271620008,e-Mail: adwraks@indo.net.id,"Other Furniture Of Cane, Osier, Bamboo Or Similar,Oth Wooden Furniture,oth Than Fume Cupboard,Oth Seats,with Wooden Frames,combined With Other","Other furniture of cane, osier, bamboo or similar,Oth Wooden Furniture,oth Than Fume Cupboard,Oth Seats,with Wooden Frames,combined With Other"
"Afantex, CV","Jl. Solo - Sragen Km.9,5 Desa Brujul, Kec. Jaten, Karanganyar, Jawa Tengah",0271822035,,"Oth Males Garments Of Cotton Not For Rencing/wres,Females Nightdresses & Pajamas, Not Cotton & Oth,Oth Females Garmnt Of Oth Textiles Not For","Oth males garments of cotton not for rencing/wres,Females Nightdresses & Pajamas, Not Cotton & Oth,Oth Females Garmnt Of Oth Textiles Not For"
"Agb Pelabuhan Ratu, PT","Jl. Siliwangi Pelabuhan Perikanan Nusantara Pelabuhan Ratu, Banyumas, Jawa Tengah",0266434446,,"Other Shrimps And Prawns, Frozzen, Fit For Human C,Savalai Hairtails, Excl.fillets, Livers And Roes,","Other shrimps and prawns, frozzen, fit for human c,Savalai Hairtails, Excl.fillets, Livers And Roes,"
"Ago Furindo, PT","Jl. Industri Barat Raya Bs.68.b Kecamatan Genuk, Semarang, Jawa Tengah",0246582927,Website: www.solidwoodenfurniture.com,"Oth Wooden Furniture,oth Than Fume Cupboard,Glass Mirros, Framed","Oth wooden furniture,oth than fume cupboard,Glass Mirros, Framed"
"Agri Spice Indonesia, PT","Jl. Sultan Agung No.1 Ketandan, Klaten Utara, Klaten, Jawa Tengah",0272330453,,"Black Pepper, Neither Crushed Nor Ground,Nutmeg, Crushed Or Ground,Vanilla, Neither Crushed Nor Ground","Black pepper, neither crushed nor ground,Nutmeg, Crushed Or Ground,Vanilla, Neither Crushed Nor Ground"
"Agronusa, CV","Kemukus Rt.02 Rw. 02nsudimoro, Srumbung Magelang, Magelang, Jawa Tengah",,Website: www.salaklumut.com,"Salacca (snake Fruit), Fresh","Salacca (snake fruit), fresh"
"Agung Sejahtera Sidoraharjatex, PT","Jl. Raya Palur Sragen Km.9, Karanganyar, Jawa Tengah",0271825405,Website: www.agungtex.com,Single Yarnof Uncombed Fibres Measuring 125,Single yarnof uncombed fibres measuring 125
"Ahkam Product Company, CV","Mangkubumen Rt 05 Rw 03, Boyolali, Jawa Tengah",,,"Ginger, Neither Crushed Nor Ground","Ginger, neither crushed nor ground"
Ahmadi,"Kebun Baru Rt 002/008 Pucangan, Kartasura, Sukoharjo, Jawa Tengah",,,"T-shirts, Singlet&oth Vests Of Cotton, Knitted/cro","T-shirts, singlet&oth vests of cotton, knitted/cro"
"Air Mancur, PT","Jl. Raya Solo-sragen Km.07 Desa Sragen, Kec. Jaten, Karanganyar, Jawa Tengah",0271825198,Website: www.airmancur.co.id,"Food Supplements,Other Spices,Natural Honey","Food supplements,Other Spices,Natural Honey"
"Ajeg, PT","Jl. Raya Semarang-demak Km.12,5 Loireng, Sayung, Demak, Jawa Tengah",0246514230,,"Oth Wooden Furniture,oth Than Fume Cupboard,Oth Seats,with Wooden Frames,combined With Other,Seat Of Cane,osier Or Similar Material","Oth wooden furniture,oth than fume cupboard,Oth Seats,with Wooden Frames,combined With Other,Seat Of Cane,osier Or Similar Material"
"Akita Putra Mandiri, PT","Jl. Nyai Ageng Kebo Kanigoro Rt 7 Rw 1,semarang, Semarang, Jawa Tengah",0298329180,,"Mens/boys Trousers, Breeches&shorts Of Cotton, N,Females Blouses/shirts/shirt Blouses Of Man-made","Mens/boys trousers, breeches&shorts of cotton, n,Females Blouses/shirts/shirt Blouses Of Man-made"
"Alam Green Wood, PT","Jl. Diponegoro No. 25, Karanganom, Klaten Utara, Klaten, Jawa Tengah",0272326886,e-Mail: ptalamgreenwood_klaten@yahoo.co.id,"Statuettes & Oth Ornaments, Of Wood,Oth Wooden Articles Of Furniture Not Falling In","Statuettes & oth ornaments, of wood,Oth Wooden Articles Of Furniture Not Falling In"
"Alam Wijaya Lestari, CV","Jl. Limpung-bawang Km.4 Rt.01 Rw.01 Sojomerto, Reban, Batang, Jawa Tengah",02854486611,,Oth Supplement Fertilisers Chem/not Chem  Treated,Oth supplement fertilisers chem/not chem  treated
"Albasia Bhumiphala Persada, PT","Jl. Raya Kedu Km.3 Candimulyo, Kedu, Temanggung, Jawa Tengah",02934901660,,"Veneered Panels&similar W/at Least One Other Wood,Oth Plywood,veneered Panels&similar Wood  Of,Veneered Panels&similar W/at Least One Other Wood","Veneered panels&similar w/at least one other wood,Oth Plywood,veneered Panels&similar Wood  Of,Veneered Panels&similar W/at Least One Other Wood"
"Albasia Kayu Prima, PT","Jl. Raya Kranggan - Pringsurat Km.3, Ds. Nguwet, Kec. Kranggan,, Temanggung, Jawa Tengah",,,Veneered Panels&similar W/at Least One Other Wood,Veneered panels&similar w/at least one other wood
"Albasia Sejahtera Mandiri, PT","Dsn. Gintungan Rt 019 Rw 11 Butuh-tengaran, Semarang, Jawa Tengah",02983405320,Website: albasiasejahteramandiri.co.id,Veneered Panels&similar W/at Least One Other Wood,Veneered panels&similar w/at least one other wood
"Albata, PT","Jl. Nyi Gede Cangkring No.88 Blok Jopak Rt.020 Rw.007 Tegalsari-plered, Boyolali, Jawa Tengah",02318330222,,"Other Seats, With Metal Frames,combined With Other,Oth Seats,with Wooden Frames,combined With Rattan,Oth Metal Furniture, Other Than Fume Cupboards","Other seats, with metal frames,combined with other,Oth Seats,with Wooden Frames,combined With Rattan,Oth Metal Furniture, Other Than Fume Cupboards"
"Albeta Wijaya, PT","Jl. Raya Semarang-demak Km. 16 Rt.001 Rw.003 Batu Karang Tengah, Demak, Jawa Tengah",,Website: www.albetawijaya.com,Oth Non Coniferous Oth Teak Strips Friezes For Par,Oth non coniferous oth teak strips friezes for par
"Albisindo Timber, PT","Ds.gondosari Rt.2 Rw.6 Kec. Gebog, Kudus, Jawa Tengah",0291434795,Website: www.albisindotimber.co.id,"Oth Wooden Furniture,oth Than Fume Cupboard","Oth wooden furniture,oth than fume cupboard"
"Aldona Furniture, CV","Desa Kecapi Rt.08 Rw.01 Kecamatan Tahunan, Jepara, Jawa Tengah",02914297731,,"Oth Wooden Furniture,oth Than Fume Cupboard,Wooden Furniture Of A Kind Used In The Bedroom,Seat Of Cane,osier Or Similar Material","Oth wooden furniture,oth than fume cupboard,Wooden Furniture Of A Kind Used In The Bedroom,Seat Of Cane,osier Or Similar Material"
"Alfa Gema Indotama, PT","Jl. Kaliwingko Rt/rw :03/01 Grogol, Sukoharjo, Jawa Tengah",0271622659,,"Females Nightdresses & Pajamas Of Cotton, Not By,Mens/boys Ovr Coats,car Coat,capes Of Rami Oth","Females nightdresses & pajamas of cotton, not by,Mens/boys Ovr Coats,car Coat,capes Of Rami Oth"
"Alfatama    Inti Cipta, PT","Jl. Pangkalan Truk Aa.45-47, Semarang, Jawa Tengah",0246590292,Website: www.alfatama.com,"Oth Paints & Varnishes Disperssad/ Dissolved In A,Oth Glaziers Putty, Grafting Putty, Cements,Organic Composite Solvents & Thinners, Prepared","Oth paints & varnishes disperssad/ dissolved in a,Oth Glaziers Putty, Grafting Putty, Cements,Organic Composite Solvents & Thinners, Prepared"
"Alis Jaya Ciptatama, PT","Klepu, Ceper, Klaten, Jawa Tengah",0272551932,e-Mail: ptajc@telkom.net,"Oth Wooden Furniture,oth Than Fume Cupboard,Wooden Furniture Of A Kind Used In The Kitchen","Oth wooden furniture,oth than fume cupboard,Wooden Furniture Of A Kind Used In The Kitchen"
"Allpin, CV","Jl. Ki Mangunsarkoro No.11a Rt.02/rw.02, Jepara, Jawa Tengah",0291591088,,"Oth Wooden Furniture,oth Than Fume Cupboard,Wooden Furniture Of A Kind Used In The Bedroom","Oth wooden furniture,oth than fume cupboard,Wooden Furniture Of A Kind Used In The Bedroom"
"Allure Indonesia, PT","Jl. Gatot Subroto Kawasan Industri Candi Blok 1/2a-2b, Semarang, Jawa Tengah",,e-Mail: allurept@indo.net.id,"Oth Seats,with Wooden Frames,combined With Other T,Oth Wooden Furniture,oth Than Fume Cupboard","Oth seats,with wooden frames,combined with other t,Oth Wooden Furniture,oth Than Fume Cupboard"
Amadhika Sejahtera,"Desa Troso Rt.04/rw.08, Kec.pecangaan, Jepara, Jawa Tengah",,,"Oth Wooden Furniture,oth Than Fume Cupboard,Oth Seats,with Wooden Frames,combined With Other,Seat Of Rattan","Oth wooden furniture,oth than fume cupboard,Oth Seats,with Wooden Frames,combined With Other,Seat Of Rattan"
"Aman Indah Makmur, PT","Kawasan Industri Candi Gatot Subroto Blok Xv/9, Kec.ngaliyan, Semarang, Jawa Tengah",02476633256,,"Oth Disposible Sanitary Towel, Tampons, Napkins An","Oth disposible sanitary towel, tampons, napkins an"
"Amazia, CV","Jl. Semarang Indah Blok D 19 / 30 A, Semarang, Jawa Tengah",02914299770,,"Oth Wooden Furniture,oth Than Fume Cupboard,Oth Seats,with Wooden Frames,combined With Other,Other Seats, With Metal Frames,combined With","Oth wooden furniture,oth than fume cupboard,Oth Seats,with Wooden Frames,combined With Other,Other Seats, With Metal Frames,combined With"
"Ambar Jati Furniture, CV","Gombang Baru, Gombang Rt 03/rw 04 Cawas, Klaten, Jawa Tengah",0272898098,Website: www.ambarjati-furniture.com,"Oth Wooden Furniture,oth Than Fume Cupboard,Glass Mirros, Framed","Oth wooden furniture,oth than fume cupboard,Glass Mirros, Framed"
Amor Abadi Semarang,"Jl. Terboyo Industri Vii No. 6, Semarang, Semarang, Jawa Tengah",,,"Oth Crust Vegetable(semi-tanned) Hide& Skin,full G","Oth crust vegetable(semi-tanned) hide& skin,full g"
"Ananke, PT","Kawasan Industri Candi Gatot Subroto Blok 22 A No.03, Kec Ngalian, Semarang, Jawa Tengah",0247627525,Website: www.ananke-furniture.com,"Furniture Of Plastics Oth Than For Baby Walker,fum,Other Seats, With Metal Frames,combined With","Furniture of plastics oth than for baby walker,fum,Other Seats, With Metal Frames,combined With"
Andatu Jati Arjuna,"Jl. Slamet Riyadi No. 248 A Rt 003 Rw 003,sukoharjo, Sukoharjo, Jawa Tengah",0271744093,,"Oth Seats,with Wooden Frames,combined With Other T,Oth Wooden Furniture,oth Than Fume Cupboard,Oth Seats,with Wooden Frames,upholstered","Oth seats,with wooden frames,combined with other t,Oth Wooden Furniture,oth Than Fume Cupboard,Oth Seats,with Wooden Frames,upholstered"
"Aneka Adhilogam Karya, PT","Jl. Batur Rt.001 Rw.001,klaten, Klaten, Jawa Tengah",0272552118,,Oth Wood Charcoal(including Shell   Or Nut Charcoa,Oth wood charcoal(including shell   or nut charcoa
"Aneka Sandang Interbuana, PT","Jl. Meliwis No 9 Rt 004/04, Kerten, Laweyan, Surakarta, Jawa Tengah",0271732161,e-Mail: asi@indo.net.id,"Plain Weave,weinghing >100g/m3, Not Printed Bythe,Plain Weave,weinghing >100g/m2 Printed By The,Other Fabrics; Not Printed Traditional Batik","Plain weave,weinghing >100g/m3, not printed bythe,Plain Weave,weinghing >100g/m2 Printed By The,Other Fabrics; Not Printed Traditional Batik"
"Aneka Sinendo, PT","Ploso, Bangun Cipto, Sentolo, Kulon Progo, Jawa Tengah",,,"Oth Wood Charcoal(including Shell   Or Nut Charcoa,Monumental/building Stone Of Oth Stone, Simply,Other Hand Tools Of A Kind Used In Agriculture,","Oth wood charcoal(including shell   or nut charcoa,Monumental/building Stone Of Oth Stone, Simply,Other Hand Tools Of A Kind Used In Agriculture,"
"Anggraini International Trading, CV","Desa Krapyak, Rt.05/rw.09 Kec.tahunan, Jepara, Jawa Tengah",,,"Oth Wooden Furniture,oth Than Fume Cupboard,Other Furniture Of Cane, Osier, Bamboo Or Similar,Bedroom, Dining Room/living Room Sets Of Other","Oth wooden furniture,oth than fume cupboard,Other Furniture Of Cane, Osier, Bamboo Or Similar,Bedroom, Dining Room/living Room Sets Of Other"
"Anggun Indonesia Inside Out Fashion, PT","Jl. Coaster 8, Blok A/5, Kb Lamicitra Nusantara, Tanjungmas, Semarang, Jawa Tengah",0243520474,Website: www.angguniof.com,"Brassieres Of Oth Textiles, Not Knitted/ Crocheted,Womens/girls Briefs & Panties Of Man-made","Brassieres of oth textiles, not knitted/ crocheted,Womens/girls Briefs & Panties Of Man-made"
"Anggun Sasmita, PT","Jl. Ki Ageng Mangir No. 1b, Surakarta, Jawa Tengah",,,"Softening Of Finish Agent,dye Carrier To Accele Ki,Polyamides In Primary Forms, Polyamide","Softening of finish agent,dye carrier to accele ki,Polyamides In Primary Forms, Polyamide"
"Anindo Furniture, CV","Jl. Datuk Indah Km 2 Rt 04/rw 04, Desa Bulungan, Kec. Mlonggo, Jepara, Jawa Tengah",02914296999,Website: www.anindofurniture.com,"Oth Seats,with Wooden Frames,combined With Other T,Oth Wooden Furniture,oth Than Fume Cupboard","Oth seats,with wooden frames,combined with other t,Oth Wooden Furniture,oth Than Fume Cupboard"
"Anna Modern, PT","Ds. Bawu Rt 42/rw. 08, Kec. Batealit, Jepara, Jawa Tengah",0291593002,,"Oth Wooden Furniture,oth Than Fume Cupboard,Seats Of A Kind Used For Motor Vehicles Oth Than,Statuettes & Oth Ornaments, Of Wood","Oth wooden furniture,oth than fume cupboard,Seats Of A Kind Used For Motor Vehicles Oth Than,Statuettes & Oth Ornaments, Of Wood"
"Annabella, CV","Jl. Beton Mas Raya B-253, Semarang, Jawa Tengah",0248500766,Website: www.annabellafurni.com,"Oth Metal Furniture, Other Than Fume Cupboards,Oth Seats,with Wooden Frames,combined With Other,Other Seats, With Metal Frames,combined With","Oth metal furniture, other than fume cupboards,Oth Seats,with Wooden Frames,combined With Other,Other Seats, With Metal Frames,combined With"
"Antex Furninesia, CV","Ruko Royal Square Blok A-12 Marina, Kel. Tawangsari, Kec. Semarang Barat, Semarang, Jawa Tengah",02476631809,Website: www.antexfurninesia.com,"Seat Of Cane,osier Or Similar Material,Oth Wooden Furniture,oth Than Fume Cupboard","Seat of cane,osier or similar material,Oth Wooden Furniture,oth Than Fume Cupboard"
"Antex Jaya Exim, PT","Jl.raya Senenan Km 2, Jepara, Jawa Tengah",,Website: www.antexjayaexim.com,"Seat Of Cane,osier Or Similar Material,Oth Wooden Furniture,oth Than Fume Cupboard,Mattress Of Other Materials","Seat of cane,osier or similar material,Oth Wooden Furniture,oth Than Fume Cupboard,Mattress Of Other Materials"
"Antgeco Indo, Ud.","Desa Krapyak Rt 002/04 Kec. Tahunan, Jepara, Jawa Tengah",,,"Bedroom, Dining Room/living Room Sets Of Other Mat,Oth Wooden Articles Of Furniture Not Falling In,Glass Mirros, Framed","Bedroom, dining room/living room sets of other mat,Oth Wooden Articles Of Furniture Not Falling In,Glass Mirros, Framed"
"Antique, CV","Jl. Raya Senenan Km.03, Rt.002/rw.001, Ds.senenan Kec.tahunan, Jepara, Jawa Tengah",,,"Oth Wooden Furniture,oth Than Fume Cupboard,Oth Seats,with Wooden Frames,combined With Other,Wooden Furniture Of A Kind Used In The Bedroom","Oth wooden furniture,oth than fume cupboard,Oth Seats,with Wooden Frames,combined With Other,Wooden Furniture Of A Kind Used In The Bedroom"
"Anugerah Furniture, PT","Jl. Nakula Blok G-20, Grogol Indah, Ds.telukan, Kec.grogol, Sukoharjo, Jawa Tengah",,,"Other Furniture Of Cane, Osier, Bamboo Or Similar,Seat Of Cane,osier Or Similar Material,Statuettes & Oth Ornaments, Of Wood","Other furniture of cane, osier, bamboo or similar,Seat Of Cane,osier Or Similar Material,Statuettes & Oth Ornaments, Of Wood"
"Anugrah Guna Abadi, PT","Jl. Gatot Subroto Blok.8 No.10 Kic Kel.ngaliyan Kec.ngaliyan, Semarang, Jawa Tengah",0247617614,,"Jerseys,pullovers,cardigans,waistcoat Of Other Tex,Mens/boys Shirts Of Synthetic  Man- Made,Woven Fabrics Of Synt Filament Yarn From High Of","Jerseys,pullovers,cardigans,waistcoat of other tex,Mens/boys Shirts Of Synthetic  Man- Made,Woven Fabrics Of Synt Filament Yarn From High Of"
"Anugrah Rimba Nusantara, PT","Jl. Raya Solo - Purwodadi Km.15, Sragen, Jawa Tengah",,,Veneered Panels&similar W/at Least One Other Wood,Veneered panels&similar w/at least one other wood
"Anugrah Timbers, CV","Jl. Imam Bonjol No. 189 (km.2) Desa Kecandran, Sidomukti, Salatiga, Jawa Tengah",0298323588,,"Oth Wooden Furniture,oth Than Fume Cupboard,Oth Wooden Articles Of Furniture Not Falling In,Oth Seats,with Wooden Frames,combined With Other","Oth wooden furniture,oth than fume cupboard,Oth Wooden Articles Of Furniture Not Falling In,Oth Seats,with Wooden Frames,combined With Other"
"Aorta, PT","Jl. Raya Semarang Demak 156, Semarang, Jawa Tengah",0246582062,Website: www.aorta.co.id,Oth Juice Of Any Oth Single Fruit / Vegetables Not,Oth juice of any oth single fruit / vegetables not
"Apa Kabar, PT","Jl. Raya Rengging Km. 13 Ds. Gemulung, Pecangaan, Jepara, Jawa Tengah",0291755134,Website: www.apakabar-design.com,"Oth Seats,with Wooden Frames,combined With Other T,Oth Wooden Furniture,oth Than Fume Cupboard,Other Furniture Of Cane, Osier, Bamboo Or Similar","Oth seats,with wooden frames,combined with other t,Oth Wooden Furniture,oth Than Fume Cupboard,Other Furniture Of Cane, Osier, Bamboo Or Similar"
"Apindo, CV","Jl. Raya Parakan Wonosobo Km 3, Dsn Tanduran, Ds Catur Anom, Parakan, Temanggung, Jawa Tengah",,,Veneered Panels&similar W/at Least One Other Wood,Veneered panels&similar w/at least one other wood
"Apparel One Indonesia, PT","Jl. Raya Semarang Kendal Km 12 Kawasan Rukti Mukti Bawana Blok B5 Kitw, Semarang, Jawa Tengah",0248664483,Website: www.aoi.co.id,"Track Suits Of Synthetic Fibres Knitted/ Crocheted,T-shirts,singlet&oth Vests Of Oth Txtile","Track suits of synthetic fibres knitted/ crocheted,T-shirts,singlet&oth Vests Of Oth Txtile"
"Applicat Indonesia, PT","Jl. Coaster No.8, Blok A-03 Pelabuhan Tanjung Mas, Semarang, Jawa Tengah",0243521034,Website: www.applicat-indonesia.com,"Parts For Spectacles,goggles","Parts for spectacles,goggles"
"Ara Shoes Indonesia, PT","Jl. Ptp Xviii Ngobo Karangjati, Bergas, Ungaran, Semarang, Jawa Tengah",0298522786,Website: www.ara-shoes.de,"Oth Footwear, Not For Sprts/incorp Metal Toe-cap P,Uppers & Parts Thereof, Oth Than Stif Feners &,Oth Footwear, Not For Sprts/incorp Metal Toe-cap","Oth footwear, not for sprts/incorp metal toe-cap p,Uppers & Parts Thereof, Oth Than Stif Feners &,Oth Footwear, Not For Sprts/incorp Metal Toe-cap"
"Arang Utama Indonesia, PT","Jl. Ungaran Blok Iv No.219 Rt.005 Rw.001, Semarang, Jawa Tengah",,,Oth Than Wood Charcoal(including Shell  Or Nut Cha,Oth than wood charcoal(including shell  or nut cha
"Archindo Wood, PT","Jl. Lingkar Kudus - Jepara Km,6 Kav,1 Ds Garung Kidul, Kec Kaliwungu, Kudus, Jawa Tengah",,,Veneered Panels&similar W/at Least One Other Wood,Veneered panels&similar w/at least one other wood
Arindo Garmentama,"Jl. Kawasan Industri Candi Blok K. 9-10, Semarang, Jawa Tengah",,,"Mens/boys Trousers, Breeches&shorts Of Synthtc F,Mens/boys Ovr Coats,car Coat,capes,,Mens/boys Jackets&blazers Of Other Textile","Mens/boys trousers, breeches&shorts of synthtc f,Mens/boys Ovr Coats,car Coat,capes,,Mens/boys Jackets&blazers Of Other Textile"
"Arirang Inspiration, CV","Jl. Rorojonggrang Iv No. 8  Manyaran, Semarang, Jawa Tengah",02476637572,Website: www.arirang-jm.com,"Arabica Wib/robusta Oib, Not Roasted, Not Decaffei","Arabica WIB/robusta OIB, not roasted, not decaffei"
"Arisamandiri Pratama, PT","Jl. Raya Karangawen Km.20. Karangkidul, Semarang Selatan, Semarang, Jawa Tengah",0246735511,Website: www.arismandiri.com,"Oth Magnetic Tape-type Used In Other Puprposes,Ink Removers,stencil Correctors & Oth, Corrector","Oth magnetic tape-type used in other puprposes,Ink Removers,stencil Correctors & Oth, Corrector"
Aristo Kraft Puncak Jaya Sejati,"Jl. Raya Bawu Batealit Km. 7,5  Rt.01 Rw.01, Jepara, Jawa Tengah",,,"Oth Seats,with Wooden Frames,combined With Other T,Wooden Furniture Of A Kind Used In The Bedroom,Oth Wooden Furniture,oth Than Fume Cupboard","Oth seats,with wooden frames,combined with other t,Wooden Furniture Of A Kind Used In The Bedroom,Oth Wooden Furniture,oth Than Fume Cupboard"
"Arjuna Jati, Ud.","Ds Bulungan Rt.01/05 Mlonggo, Jepara, Jawa Tengah",0291595613,Website: griyajepara.blogspot.com,"Seat Of Cane,osier Or Similar Material","Seat of cane,osier or similar material"
"Arsih Utama Cipta, PT","Jl. Brigjen Katamso 81 Kel.susukan Kec.ungaran Timur, Semarang, Jawa Tengah",,,"Bedroom, Dining Room Or Living Room Sets Of Bamboo,Oth Thn Ornamental Cigarette Box&ashtray Of","Bedroom, dining room or living room sets of bamboo,Oth Thn Ornamental Cigarette Box&ashtray Of"
Artantique,"Jl.km Sukri No.606 Rt 001. Rw 005,jepara, Jepara, Jawa Tengah",0291595276,,"Seat Of Cane,osier Or Similar Material,Oth Seats,with Wooden Frames,combined With Other","Seat Of Cane,osier Or Similar Material,Oth Seats,with Wooden Frames,combined With Other"
"Artesia, CV","Dusun Dukuh Rt 01 / Rw 16 Tamanagung, Muntilan, Magelang, Jawa Tengah",,,"Oth Wooden Furniture,oth Than Fume Cupboard,Oth Seats,with Wooden Frames,combined With Rattan","Oth wooden furniture,oth than fume cupboard,Oth Seats,with Wooden Frames,combined With Rattan"
"Artha Kayu Indonesia, PT","Jl. Brotojoyo I-d/ 10, Kec. Semarang Utara, Semarang, Jawa Tengah",,,"Oth Non Coniferous Oth Teak Strips Friezes For Par,Oth Plywood,veneered Panels&similar Wood  Of,Oth Multilayer Bullders Joinery And  Carpantry Of","Oth non coniferous oth teak strips friezes for par,Oth Plywood,veneered Panels&similar Wood  Of,Oth Multilayer Bullders Joinery And  Carpantry Of"
"Artha Raya  Mandiri, CV","Jl. Pancakarya  Blok 65  No.442, Karang Tengah, Semarang Timur, Semarang, Jawa Tengah",,,"Birds Nests, Edible","Birds nests, edible"
"Arumbai Kasembadan, PT","Jl. Somagede Km.3 Somagede, Banyumas, Jawa Tengah",0281796379,,"Oth Plywood,veneered Panels&similar Wood  Of,Oth Plywood Consisting Solely Of Sheets Of Wood","Oth Plywood,veneered Panels&similar Wood  Of,Oth Plywood Consisting Solely Of Sheets Of Wood"
