Company Name,Address,Telephone Number,Other Data,Commodity,Business Field
"Kurnia Tunggal Nugraha, PT","Jl. Wr. Supratman No. 75, Jambi, Jambi",074133484,,"Palm Kernel Oil, Rbd,Crude Oil Of Coconut (copra),Oil-cake And Other Solid Residues Of Palm Nuts Or","Palm kernel oil, RBD,Crude Oil Of Coconut (copra),Oil-cake And Other Solid Residues Of Palm Nuts Or"
"Kusuma Bersaudara, CV","Jl. Hayam Wuruk Lrg. Gerobak No. 28a Jelutung, Jambi, Jambi",,,Oth Non Coniferous Oth Teak Strips Friezes For,Oth Non Coniferous Oth Teak Strips Friezes For
"Lontar Papyrus Pulp & Paper Industry, PT","Jl. Ir. H. Juanda No. 14 Kota Baru, Jambi, Jambi",,Website: www.asiapulppaper.com,"Chemical Wood Pulp, Soda, Oth Than Dis Solving Gra,Oth Of Cellulosa Wading&tissue Paper/,Handkerchiefs,cleansing Or Facial Tissues & Towels","Chemical wood pulp, soda, oth than dis solving gra,Oth Of Cellulosa Wading&tissue Paper/,Handkerchiefs,cleansing Or Facial Tissues & Towels"
"Minemex Indonesia, PT","Dusun Tebat  Mandiangin - Sarolangun, Sarolangun, Jambi",,,"Other Coal,whether Or Not Pulverised But Not Agglo","Other coal,whether or not pulverised but not agglo"
"Pelita Sari Prima Jadi, PT","Jl. Kemakmuran Rt. 005 Rw. 02 Tungkal Iv Kota Tungkal Ilir, Tanjung Jabung Barat, Jambi",074221041,e-Mail: pt.pspi_kti@yahoo.co.id,Crude Oil Of Coconut (copra),Crude oil of coconut (copra)
"Perintis Lestari Talang Duku, CV","Jl. Serunai Malam Iii Rt. 011, Sukakarya Kota Baru, Jambi, Jambi",,,Crude Oil Of Coconut (copra),Crude oil of coconut (copra)
"Perkebunan Nusantara Vi, PT","Jl. Zainir Hafis Nomor 1 Kota Baru, Jambi, Jambi",0741445608,Website: www.ptpn6.com,"Black Tea (fermented) & Partly Permented  Tea, Oth","Black tea (fermented) & partly permented  tea, oth"
"Pijoan Kusuma Raya, PT","Km. 21 Pijoan Kec. Jambi Luar Kota, Muaro Jambi, Jambi",,,"Oth Plywood,veneered Panels&similar Wood  Of Block,Oth Non Coniferous Oth Teak Strips Friezes For","Oth plywood,veneered panels&similar wood  of block,Oth Non Coniferous Oth Teak Strips Friezes For"
"Prima Makmur Abadi, PT","Jl. Harapan No. 238 Tungkal Harapan Tungkal Ilir, Tanjung Jabung Barat, Jambi",,,Crude Oil Of Coconut (copra),Crude oil of coconut (copra)
"Remco Jambi, PT","Kampung Tanjung Johor Rt. 05 Seko, Jambi, Jambi",,,Technically Specified Natural Rubber (tsnr) 20,Technically Specified Natural Rubber (TSNR) 20
"Sari Nur, PT","Jl. Lintas Kuala Tungkal Rt. 13 Parit 4 Jambi, Tanjung Jabung Barat, Jambi",,,"Areca Nuts, Whether/not Shelled/peeled, Fresh Or D","Areca nuts, whether/not shelled/peeled, fresh or d"
"Sarolangun Bara Prima, PT","Jl. Hos Cokroaminoto Rt. 038 Simpang Iii Sipin-kota Baru, Jambi, Jambi",,Website: www.putrakalimas.com,"Other Coal,whether Or Not Pulverised But Not Agglo","Other coal,whether or not pulverised but not agglo"
"Sindo Aquarium, CV","Jl. Pangeran Antasari No. 27, Jambi, Jambi",074132389,,"Other Freshwater Ornamental Fish, Live,Snails, Other Than Sea Snails, Live,Botia (botia Macracantha)","Other freshwater ornamental fish, live,Snails, Other Than Sea Snails, Live,Botia (botia Macracantha)"
"Spicelinx, PT","Jl. Lingkar Timur Lrg. Kartini Gg. Pertiwi Rt. 42 Kel. Talang Bakung, Jambi, Jambi",,Website: www.ptspicelinx.com,"Areca Nuts, Whether/not Shelled/peeled, Fresh Or D,Other Nuts, Whether/not Shelled/peeled, Fresh Or","Areca nuts, whether/not shelled/peeled, fresh or d,Other Nuts, Whether/not Shelled/peeled, Fresh Or"
"Sumber Harapan Sentosa, PT","Jl. Harapan No.02 Rt.08, Kel. Tungkal Harapan, Kec. Tungkal Ilir, Tanjung Jabung Barat, Jambi",,,Crude Oil Of Coconut (copra),Crude oil of coconut (copra)
"Sumber Rezeki Pangan, PT","Jl. Mangkurat Rt.07/rw.05, Kel. Tanjung Pinang Kec. Jambi Timur, Jambi, Jambi",,,"Areca Nuts, Whether/not Shelled/peeled, Fresh Or D,Other Nuts, Whether/not Shelled/peeled, Fresh Or","Areca nuts, whether/not shelled/peeled, fresh or d,Other Nuts, Whether/not Shelled/peeled, Fresh Or"
"Sumber Waras Karya Pratama, PT","Jl. Merdeka Rt.07, Kel. Tungkal Iv Kota, Kec. Tungkal Ilir, Tanjung Jabung Barat, Jambi",,,Crude Oil Of Coconut (copra),Crude oil of coconut (copra)
"Sumindo Daksina Permai, PT","Jl. Sultan Thaha Komplek Ruko Wtc Blok A No.37, Pasar Jambi, Kec. Pasar Jambi, Jambi, Jambi",07417837163,Website: www.sumalindo.com,"Oth Plywood,veneered Panels&similar Wood  Of Block,Oth Non Coniferous Oth Teak Strips Friezes For","Oth plywood,veneered panels&similar wood  of block,Oth Non Coniferous Oth Teak Strips Friezes For"
"Tambang Bukit Tambi, PT","Jl. Kh. Hasyim Asyari No.86 Rt.020, Jambi, Jambi",,,"Other Coal,whether Or Not Pulverised But Not Agglo","Other coal,whether or not pulverised but not agglo"
"Tegar Nusantara Indah, PT","Jl. Ds.kasang Pudak Rt.01/rw.01, Kel.muara Kumpeh, Kec. Kumpeh Ulu, Muaro Jambi, Jambi",,,"Oth Plywood,veneered Panels&similar Wood  Of Block,Mach Tools For Routing Pcb/pwbs Substrates,shank","Oth plywood,veneered panels&similar wood  of block,Mach Tools For Routing Pcb/pwbs Substrates,shank"
"Tri Manunggal Agung Jaya, PT","Jl. Berdikari No.2 Selincah Rt.21/rw.07, Kel.payo Silincah, Kec.jambi Timur, Jambi, Jambi",,,Oth Non Coniferous Oth Teak Strips Friezes For Par,Oth non coniferous oth teak strips friezes for par
"Vipul Jaya Lestari, PT","Kumpeh Darat Rt. 012 Rw. 004 Kel. Muaro Kumpeh Kec. Kumpeh Ulu, Muaro Jambi, Jambi",0741571040,e-Mail: vipuljayalestari@gmail.com,"Areca Nuts, Whether/not Shelled/peeled, Fresh Or D,Mace, Crushed Or Ground","Areca nuts, whether/not shelled/peeled, fresh or d,Mace, Crushed Or Ground"
